user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender
1,1,1.0,Britney Spears,UK,29,m,US,Female
1,2,0.6309297535714575,Wax Tailor,UK,29,m,FR,Male
1,3,0.5,Frank Ocean,UK,29,m,US,Male
1,4,0.43067655807339306,Sia,UK,29,m,AU,Female
1,5,0.38685280723454163,DJ Shadow,UK,29,m,US,Male
1,6,0.3562071871080222,Jennifer Lopez,UK,29,m,US,Female
1,7,0.3333333333333333,RuPaul,UK,29,m,US,Female
1,8,0.31546487678572877,Thom Yorke,UK,29,m,UK,Male
1,9,0.3010299956639812,Kanye West,UK,29,m,US,Male
1,10,0.2890648263178879,Lisa Miskovsky,UK,29,m,SE,Female
2,1,1.0,Frank Ocean,US,29,f,US,Male
2,2,0.6309297535714575,Moby,US,29,f,US,Male
2,3,0.5,Nicki Minaj,US,29,f,US,Female
2,4,0.43067655807339306,Kanye West,US,29,f,US,Male
2,5,0.38685280723454163,Wax Tailor,US,29,f,FR,Male
2,6,0.3562071871080222,DJ Shadow,US,29,f,US,Male
2,7,0.3333333333333333,Rod Stewart,US,29,f,UK,Male
2,8,0.31546487678572877,Thom Yorke,US,29,f,UK,Male
2,9,0.3010299956639812,Britney Spears,US,29,f,US,Female
2,10,0.2890648263178879,Toro y Moi,US,29,f,US,Male
3,1,1.0,Devendra Banhart,CH,27,m,US,Male
3,2,0.6309297535714575,Ariana Grande,CH,27,m,US,Female
3,3,0.5,Bat for Lashes,CH,27,m,UK,Female
3,4,0.43067655807339306,Ariana Grande,CH,27,m,US,Female
3,5,0.38685280723454163,Taylor Swift,CH,27,m,US,Female
3,6,0.3562071871080222,George Ezra,CH,27,m,UK,Male
3,7,0.3333333333333333,Sia,CH,27,m,AU,Female
3,8,0.31546487678572877,Kanye West,CH,27,m,US,Male
3,9,0.3010299956639812,Bob Marley & The Wailers,CH,27,m,JM,Male
3,10,0.2890648263178879,Marilyn Manson,CH,27,m,US,Male
4,1,1.0,John Maus,UK,32,m,US,Male
4,2,0.6309297535714575,Frank Ocean,UK,32,m,US,Male
4,3,0.5,Louis Tomlinson,UK,32,m,UK,Male
4,4,0.43067655807339306,Joe Goddard,UK,32,m,UK,Male
4,5,0.38685280723454163,Ry x,UK,32,m,AU,Male
4,6,0.3562071871080222,Weyes Blood,UK,32,m,US,Female
4,7,0.3333333333333333,Elliott Smith,UK,32,m,US,Male
4,8,0.31546487678572877,Jennifer Paige,UK,32,m,US,Female
4,9,0.3010299956639812,Ed Sheeran,UK,32,m,UK,Male
4,10,0.2890648263178879,IAMX,UK,32,m,DE,Male
5,1,1.0,Bill Callahan,SE,28,m,US,Male
5,2,0.6309297535714575,Leonard Cohen,SE,28,m,CA,Male
5,3,0.5,Caribou,SE,28,m,CA,Male
5,4,0.43067655807339306,Carpenter Brut,SE,28,m,FR,Male
5,5,0.38685280723454163,Queen,SE,28,m,JP,Female
5,6,0.3562071871080222,John Maus,SE,28,m,US,Male
5,7,0.3333333333333333,Laura Marling,SE,28,m,UK,Female
5,8,0.31546487678572877,Ozzy Osbourne,SE,28,m,UK,Male
5,9,0.3010299956639812,Justin Timberlake,SE,28,m,US,Male
5,10,0.2890648263178879,Panda Bear,SE,28,m,US,Male
