user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender
88,1,1.0,John Maus,NL,24,m,US,Male
88,2,0.6309297535714575,Dean Blunt,NL,24,m,UK,Male
88,3,0.5,John Maus,NL,24,m,US,Male
88,4,0.43067655807339306,Grimes,NL,24,m,CA,Female
88,5,0.38685280723454163,Ry x,NL,24,m,AU,Male
88,6,0.3562071871080222,Toro y Moi,NL,24,m,US,Male
88,7,0.3333333333333333,José González,NL,24,m,SE,Male
88,8,0.31546487678572877,Kacey Musgraves,NL,24,m,US,Female
88,9,0.3010299956639812,Édith Piaf,NL,24,m,FR,Female
88,10,0.2890648263178879,Jessica Pratt,NL,24,m,US,Female
933,1,1.0,Chris Isaak,RU,15,m,US,Male
933,2,0.6309297535714575,Adele,RU,15,m,UK,Female
933,3,0.5,Lil Nas X,RU,15,m,US,Male
933,4,0.43067655807339306,Shawn Mendes,RU,15,m,CA,Male
933,5,0.38685280723454163,Tame Impala,RU,15,m,AU,Male
933,6,0.3562071871080222,Astrud Gilberto,RU,15,m,BR,Female
933,7,0.3333333333333333,Marilyn Manson,RU,15,m,US,Male
933,8,0.31546487678572877,Robyn,RU,15,m,SE,Female
933,9,0.3010299956639812,Perturbator,RU,15,m,FR,Male
933,10,0.2890648263178879,Chuck Berry,RU,15,m,US,Male
858,1,1.0,Britney Spears,BR,15,m,US,Female
858,2,0.6309297535714575,Lily Allen,BR,15,m,UK,Female
858,3,0.5,Kelis,BR,15,m,US,Female
858,4,0.43067655807339306,Bryan Adams,BR,15,m,CA,Male
858,5,0.38685280723454163,Sia,BR,15,m,AU,Female
858,6,0.3562071871080222,Pedro Sampaio,BR,15,m,BR,Male
858,7,0.3333333333333333,Billy Joel,BR,15,m,US,Male
858,8,0.31546487678572877,Eagle-Eye Cherry,BR,15,m,SE,Male
858,9,0.3010299956639812,Michael Sembello,BR,15,m,US,Male
858,10,0.2890648263178879,Édith Piaf,BR,15,m,FR,Female
884,1,1.0,John Maus,RU,17,m,US,Male
884,2,0.6309297535714575,Thom Yorke,RU,17,m,UK,Male
884,3,0.5,AFI,RU,17,m,US,Female
884,4,0.43067655807339306,Avril Lavigne,RU,17,m,CA,Female
884,5,0.38685280723454163,Sia,RU,17,m,AU,Female
884,6,0.3562071871080222,Laura Branigan,RU,17,m,US,Female
884,7,0.3333333333333333,Eagle-Eye Cherry,RU,17,m,SE,Male
884,8,0.31546487678572877,Travis Scott,RU,17,m,US,Male
884,9,0.3010299956639812,Édith Piaf,RU,17,m,FR,Female
884,10,0.2890648263178879,Haddaway,RU,17,m,DE,Male
549,1,1.0,Kacey Musgraves,CA,21,m,US,Female
549,2,0.6309297535714575,Dean Blunt,CA,21,m,UK,Male
549,3,0.5,Oneohtrix Point Never,CA,21,m,US,Male
549,4,0.43067655807339306,Grimes,CA,21,m,CA,Female
549,5,0.38685280723454163,Tame Impala,CA,21,m,AU,Male
549,6,0.3562071871080222,Father John Misty,CA,21,m,US,Male
549,7,0.3333333333333333,Robyn,CA,21,m,SE,Female
549,8,0.31546487678572877,Édith Piaf,CA,21,m,FR,Female
549,9,0.3010299956639812,Janelle Monáe,CA,21,m,US,Non-binary
549,10,0.2890648263178879,Grouper,CA,21,m,US,Female
67,1,1.0,John Maus,UK,27,m,US,Male
67,2,0.6309297535714575,Dean Blunt,UK,27,m,UK,Male
67,3,0.5,John Maus,UK,27,m,US,Male
67,4,0.43067655807339306,Grimes,UK,27,m,CA,Female
67,5,0.38685280723454163,Ry x,UK,27,m,AU,Male
67,6,0.3562071871080222,Astrud Gilberto,UK,27,m,BR,Female
67,7,0.3333333333333333,Toro y Moi,UK,27,m,US,Male
67,8,0.31546487678572877,Robyn,UK,27,m,SE,Female
67,9,0.3010299956639812,Édith Piaf,UK,27,m,FR,Female
67,10,0.2890648263178879,Oneohtrix Point Never,UK,27,m,US,Male
701,1,1.0,Weyes Blood,NO,23,m,US,Female
701,2,0.6309297535714575,Thom Yorke,NO,23,m,UK,Male
701,3,0.5,Weyes Blood,NO,23,m,US,Female
701,4,0.43067655807339306,Charlotte Day Wilson,NO,23,m,CA,Female
701,5,0.38685280723454163,Tame Impala,NO,23,m,AU,Male
701,6,0.3562071871080222,John Maus,NO,23,m,US,Male
701,7,0.3333333333333333,Robyn,NO,23,m,SE,Female
701,8,0.31546487678572877,Chelsea Wolfe,NO,23,m,US,Female
701,9,0.3010299956639812,Dernière Volonté,NO,23,m,FR,Male
701,10,0.2890648263178879,Apparat,NO,23,m,DE,Male
742,1,1.0,Travis Scott,BR,20,f,US,Male
742,2,0.6309297535714575,Adele,BR,20,f,UK,Female
742,3,0.5,Lana Del Rey,BR,20,f,US,Female
742,4,0.43067655807339306,Avril Lavigne,BR,20,f,CA,Female
742,5,0.38685280723454163,Troye Sivan,BR,20,f,AU,Male
742,6,0.3562071871080222,Pedro Sampaio,BR,20,f,BR,Male
742,7,0.3333333333333333,Lil Nas X,BR,20,f,US,Male
742,8,0.31546487678572877,Robyn,BR,20,f,SE,Female
742,9,0.3010299956639812,Miley Cyrus,BR,20,f,US,Non-binary
742,10,0.2890648263178879,Taylor Swift,BR,20,f,US,Female
930,1,1.0,Billy Joel,DE,33,m,US,Male
930,2,0.6309297535714575,Adele,DE,33,m,UK,Female
930,3,0.5,Miley Cyrus,DE,33,m,US,Non-binary
930,4,0.43067655807339306,Shawn Mendes,DE,33,m,CA,Male
930,5,0.38685280723454163,Tame Impala,DE,33,m,AU,Male
930,6,0.3562071871080222,Pedro Sampaio,DE,33,m,BR,Male
930,7,0.3333333333333333,Michael Sembello,DE,33,m,US,Male
930,8,0.31546487678572877,Eagle-Eye Cherry,DE,33,m,SE,Male
930,9,0.3010299956639812,Ariana Grande,DE,33,m,US,Female
930,10,0.2890648263178879,Édith Piaf,DE,33,m,FR,Female
781,1,1.0,AFI,RU,22,f,US,Female
781,2,0.6309297535714575,Edwyn Collins,RU,22,f,UK,Male
781,3,0.5,Marilyn Manson,RU,22,f,US,Male
781,4,0.43067655807339306,Bryan Adams,RU,22,f,CA,Male
781,5,0.38685280723454163,Sia,RU,22,f,AU,Female
781,6,0.3562071871080222,Chuck Berry,RU,22,f,US,Male
781,7,0.3333333333333333,Eagle-Eye Cherry,RU,22,f,SE,Male
781,8,0.31546487678572877,Carpenter Brut,RU,22,f,FR,Male
781,9,0.3010299956639812,Marilyn Manson,RU,22,f,US,Male
781,10,0.2890648263178879,Haddaway,RU,22,f,DE,Male
878,1,1.0,Marilyn Manson,US,21,m,US,Male
878,2,0.6309297535714575,Edwyn Collins,US,21,m,UK,Male
878,3,0.5,Roy Orbison,US,21,m,US,Male
878,4,0.43067655807339306,Devin Townsend,US,21,m,CA,Male
878,5,0.38685280723454163,Sia,US,21,m,AU,Female
878,6,0.3562071871080222,Astrud Gilberto,US,21,m,BR,Female
878,7,0.3333333333333333,Britney Spears,US,21,m,US,Female
878,8,0.31546487678572877,Lisa Miskovsky,US,21,m,SE,Female
878,9,0.3010299956639812,Perturbator,US,21,m,FR,Male
878,10,0.2890648263178879,Chris Isaak,US,21,m,US,Male
190,1,1.0,Weyes Blood,PT,27,m,US,Female
190,2,0.6309297535714575,PJ Harvey,PT,27,m,UK,Female
190,3,0.5,Tycho,PT,27,m,US,Male
190,4,0.43067655807339306,Charlotte Day Wilson,PT,27,m,CA,Female
190,5,0.38685280723454163,Tame Impala,PT,27,m,AU,Male
190,6,0.3562071871080222,Astrud Gilberto,PT,27,m,BR,Female
190,7,0.3333333333333333,Weyes Blood,PT,27,m,US,Female
190,8,0.31546487678572877,Robyn,PT,27,m,SE,Female
190,9,0.3010299956639812,Janelle Monáe,PT,27,m,US,Non-binary
190,10,0.2890648263178879,Carpenter Brut,PT,27,m,FR,Male
682,1,1.0,The Kinks,UA,43,m,US,Male
682,2,0.6309297535714575,Emperor,UA,43,m,UK,Male
682,3,0.5,Frank Zappa,UA,43,m,US,Male
682,4,0.43067655807339306,Mayhem,UA,43,m,CA,Female
682,5,0.38685280723454163,Aesop Rock,UA,43,m,US,Male
682,6,0.3562071871080222,Eagle-Eye Cherry,UA,43,m,SE,Male
682,7,0.3333333333333333,Nile,UA,43,m,US,Female
682,8,0.31546487678572877,Manu Chao,UA,43,m,FR,Male
682,9,0.3010299956639812,KT Tunstall,UA,43,m,UK,Female
682,10,0.2890648263178879,Patti Smith,UA,43,m,US,Female
28,1,1.0,AFI,FI,26,m,US,Female
28,2,0.6309297535714575,Ozzy Osbourne,FI,26,m,UK,Male
28,3,0.5,Marilyn Manson,FI,26,m,US,Male
28,4,0.43067655807339306,Devin Townsend,FI,26,m,CA,Male
28,5,0.38685280723454163,Tame Impala,FI,26,m,AU,Male
28,6,0.3562071871080222,Astrud Gilberto,FI,26,m,BR,Female
28,7,0.3333333333333333,Marilyn Manson,FI,26,m,US,Male
28,8,0.31546487678572877,Lisa Miskovsky,FI,26,m,SE,Female
28,9,0.3010299956639812,Marilyn Manson,FI,26,m,US,Male
28,10,0.2890648263178879,Vitalic,FI,26,m,FR,Male
799,1,1.0,Elvis Presley,PL,17,m,US,Male
799,2,0.6309297535714575,George Ezra,PL,17,m,UK,Male
799,3,0.5,Britney Spears,PL,17,m,US,Female
799,4,0.43067655807339306,Shawn Mendes,PL,17,m,CA,Male
799,5,0.38685280723454163,Tame Impala,PL,17,m,AU,Male
799,6,0.3562071871080222,Astrud Gilberto,PL,17,m,BR,Female
799,7,0.3333333333333333,Laura Branigan,PL,17,m,US,Female
799,8,0.31546487678572877,Robyn,PL,17,m,SE,Female
799,9,0.3010299956639812,Carpenter Brut,PL,17,m,FR,Male
799,10,0.2890648263178879,Britney Spears,PL,17,m,US,Female
41,1,1.0,John Maus,US,26,f,US,Male
41,2,0.6309297535714575,James Blake,US,26,f,UK,Male
41,3,0.5,Father John Misty,US,26,f,US,Male
41,4,0.43067655807339306,Grimes,US,26,f,CA,Female
41,5,0.38685280723454163,Tame Impala,US,26,f,AU,Male
41,6,0.3562071871080222,Astrud Gilberto,US,26,f,BR,Female
41,7,0.3333333333333333,Janelle Monáe,US,26,f,US,Non-binary
41,8,0.31546487678572877,Robyn,US,26,f,SE,Female
41,9,0.3010299956639812,Lil Nas X,US,26,f,US,Male
41,10,0.2890648263178879,Wax Tailor,US,26,f,FR,Male
294,1,1.0,Lil Nas X,FI,21,m,US,Male
294,2,0.6309297535714575,Jessie J,FI,21,m,UK,Female
294,3,0.5,Kelis,FI,21,m,US,Female
294,4,0.43067655807339306,Justin Bieber,FI,21,m,CA,Male
294,5,0.38685280723454163,Sia,FI,21,m,AU,Female
294,6,0.3562071871080222,Chris Isaak,FI,21,m,US,Male
294,7,0.3333333333333333,Robyn,FI,21,m,SE,Female
