user_id,Male,Female,Non-binary,Other
1,1.0,0.0,0.0,0.0
2,0.6666666666666666,0.3333333333333333,0.0,0.0
3,0.7878787878787878,0.21212121212121213,0.0,0.0
4,0.5892857142857143,0.4107142857142857,0.0,0.0
5,0.6666666666666666,0.3333333333333333,0.0,0.0
6,0.2698412698412698,0.7142857142857143,0.015873015873015872,0.0
7,0.32413793103448274,0.6620689655172414,0.013793103448275862,0.0
8,0.11214953271028037,0.7897196261682243,0.09813084112149532,0.0
9,0.9130434782608695,0.08695652173913043,0.0,0.0
11,1.0,0.0,0.0,0.0
12,0.05660377358490566,0.8113207547169812,0.1320754716981132,0.0
14,0.9,0.1,0.0,0.0
15,0.5263157894736842,0.45614035087719296,0.017543859649122806,0.0
16,0.72,0.28,0.0,0.0
17,0.5,0.5,0.0,0.0
18,0.75,0.25,0.0,0.0
19,0.6086956521739131,0.391304347826087,0.0,0.0
20,0.6299212598425197,0.3700787401574803,0.0,0.0
21,0.6666666666666666,0.3333333333333333,0.0,0.0
22,0.05405405405405406,0.9459459459459459,0.0,0.0
23,0.5652173913043478,0.43478260869565216,0.0,0.0
24,0.3333333333333333,0.6666666666666666,0.0,0.0
25,0.4,0.6,0.0,0.0
26,0.8208092485549133,0.15606936416184972,0.023121387283236993,0.0
27,0.9230769230769231,0.07692307692307693,0.0,0.0
28,1.0,0.0,0.0,0.0
29,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.0
30,0.5789473684210527,0.42105263157894735,0.0,0.0
31,0.1826086956521739,0.808695652173913,0.008695652173913044,0.0
32,1.0,0.0,0.0,0.0
33,0.8962264150943396,0.10377358490566038,0.0,0.0
34,0.9736842105263158,0.02631578947368421,0.0,0.0
35,0.5,0.5,0.0,0.0
36,0.734375,0.265625,0.0,0.0
37,0.0975609756097561,0.9024390243902439,0.0,0.0
38,0.4069767441860465,0.5930232558139535,0.0,0.0
39,0.4774774774774775,0.5135135135135135,0.009009009009009009,0.0
40,0.8,0.2,0.0,0.0
41,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.0
42,0.9375,0.0625,0.0,0.0
43,1.0,0.0,0.0,0.0
44,0.46153846153846156,0.36923076923076925,0.16923076923076924,0.0
45,0.2857142857142857,0.7142857142857143,0.0,0.0
47,0.48214285714285715,0.5178571428571429,0.0,0.0
48,0.7692307692307693,0.23076923076923078,0.0,0.0
49,1.0,0.0,0.0,0.0
50,0.6522633744855967,0.3333333333333333,0.01440329218106996,0.0
51,0.6334661354581673,0.3386454183266932,0.027888446215139442,0.0
52,0.7777777777777778,0.2222222222222222,0.0,0.0
53,0.4810126582278481,0.5189873417721519,0.0,0.0
54,0.6470588235294118,0.20588235294117646,0.14705882352941177,0.0
55,1.0,0.0,0.0,0.0
56,0.9428571428571428,0.05714285714285714,0.0,0.0
57,0.822429906542056,0.14953271028037382,0.028037383177570093,0.0
58,0.5977653631284916,0.4022346368715084,0.0,0.0
60,0.9090909090909091,0.09090909090909091,0.0,0.0
61,1.0,0.0,0.0,0.0
62,0.2,0.8,0.0,0.0
64,0.4126984126984127,0.582010582010582,0.005291005291005291,0.0
65,0.9191919191919192,0.050505050505050504,0.030303030303030304,0.0
66,0.6666666666666666,0.3333333333333333,0.0,0.0
67,0.8275862068965517,0.1724137931034483,0.0,0.0
68,0.0,0.0,1.0,0.0
69,1.0,0.0,0.0,0.0
70,0.7553191489361702,0.24468085106382978,0.0,0.0
71,0.5833333333333334,0.4166666666666667,0.0,0.0
72,0.5882352941176471,0.4117647058823529,0.0,0.0
73,0.5238095238095238,0.47619047619047616,0.0,0.0
74,0.627906976744186,0.37209302325581395,0.0,0.0
75,0.8738738738738738,0.12612612612612611,0.0,0.0
76,0.8,0.2,0.0,0.0
77,0.75,0.25,0.0,0.0
78,0.48951048951048953,0.5034965034965035,0.006993006993006993,0.0
79,0.8529411764705882,0.14705882352941177,0.0,0.0
80,0.0,1.0,0.0,0.0
81,0.2857142857142857,0.7142857142857143,0.0,0.0
82,0.375,0.625,0.0,0.0
83,0.9363057324840764,0.06369426751592357,0.0,0.0
84,0.7777777777777778,0.2222222222222222,0.0,0.0
85,1.0,0.0,0.0,0.0
86,0.9523809523809523,0.047619047619047616,0.0,0.0
87,0.4727272727272727,0.5272727272727272,0.0,0.0
88,0.6875,0.3125,0.0,0.0
89,0.47368421052631576,0.5263157894736842,0.0,0.0
90,0.714828897338403,0.28517110266159695,0.0,0.0
91,0.7777777777777778,0.2222222222222222,0.0,0.0
92,1.0,0.0,0.0,0.0
93,0.4666666666666667,0.5333333333333333,0.0,0.0
94,1.0,0.0,0.0,0.0
95,0.5137614678899083,0.47706422018348627,0.009174311926605505,0.0
96,0.4117647058823529,0.5882352941176471,0.0,0.0
97,0.47540983606557374,0.5245901639344263,0.0,0.0
98,0.8113207547169812,0.18867924528301888,0.0,0.0
99,0.11510791366906475,0.8489208633093526,0.03597122302158273,0.0
100,0.5714285714285714,0.42857142857142855,0.0,0.0
101,0.5,0.5,0.0,0.0
102,0.6627906976744186,0.26744186046511625,0.06976744186046512,0.0
103,0.7142857142857143,0.2857142857142857,0.0,0.0
104,0.5714285714285714,0.42857142857142855,0.0,0.0
105,0.9285714285714286,0.07142857142857142,0.0,0.0
106,0.5,0.5,0.0,0.0
107,0.8444444444444444,0.15555555555555556,0.0,0.0
108,0.15384615384615385,0.8461538461538461,0.0,0.0
110,0.9166666666666666,0.08333333333333333,0.0,0.0
111,0.75,0.25,0.0,0.0
112,0.5882352941176471,0.4117647058823529,0.0,0.0
113,0.5348837209302325,0.46511627906976744,0.0,0.0
115,0.2727272727272727,0.7272727272727273,0.0,0.0
116,0.8333333333333334,0.16666666666666666,0.0,0.0
117,0.8237037037037037,0.17037037037037037,0.005925925925925926,0.0
118,0.21739130434782608,0.782608695652174,0.0,0.0
119,0.2158273381294964,0.7745803357314148,0.009592326139088728,0.0
120,1.0,0.0,0.0,0.0
121,0.8888888888888888,0.1111111111111111,0.0,0.0
