user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender,language,popularity_bin
824,1,1.0,Britney Spears,PL,19,m,US,Female,en,high
824,2,0.6309297535714575,Mariah Carey,PL,19,m,US,Female,en,high
824,3,0.5,Travis Scott,PL,19,m,US,Male,en,high
824,4,0.43067655807339306,RuPaul,PL,19,m,US,Female,en,high
824,5,0.38685280723454163,Michael Sembello,PL,19,m,US,Male,no_lyrics,high
824,6,0.3562071871080222,Britney Spears,PL,19,m,US,Female,en,high
824,7,0.3333333333333333,Laura Branigan,PL,19,m,US,Female,en,high
824,8,0.31546487678572877,Chuck Berry,PL,19,m,US,Male,en,high
824,9,0.3010299956639812,James Blake,PL,19,m,UK,Male,en,high
824,10,0.2890648263178879,Björk,PL,19,m,IS,Female,en,high
619,1,1.0,Emperor,CZ,27,m,UK,Male,en,high
619,2,0.6309297535714575,Mayhem,CZ,27,m,CA,Female,en,high
619,3,0.5,Emperor,CZ,27,m,UK,Male,en,high
619,4,0.43067655807339306,Emperor,CZ,27,m,UK,Male,en,high
619,5,0.38685280723454163,Carpenter Brut,CZ,27,m,FR,Male,no_lyrics,high
619,6,0.3562071871080222,Emperor,CZ,27,m,UK,Male,en,high
619,7,0.3333333333333333,Marisa Monte,CZ,27,m,BR,Female,pt,high
619,8,0.31546487678572877,Devin Townsend,CZ,27,m,CA,Male,en,high
619,9,0.3010299956639812,Devin Townsend,CZ,27,m,CA,Male,en,high
619,10,0.2890648263178879,Devin Townsend,CZ,27,m,CA,Male,en,high
826,1,1.0,Leonard Cohen,HR,20,f,CA,Male,en,high
826,2,0.6309297535714575,Ozzy Osbourne,HR,20,f,UK,Male,en,high
826,3,0.5,Marilyn Manson,HR,20,f,US,Male,en,high
826,4,0.43067655807339306,Marilyn Manson,HR,20,f,US,Male,en,high
826,5,0.38685280723454163,Ozzy Osbourne,HR,20,f,UK,Male,en,high
826,6,0.3562071871080222,Philip Glass,HR,20,f,US,Male,no_lyrics,high
826,7,0.3333333333333333,Ozzy Osbourne,HR,20,f,UK,Male,en,high
826,8,0.31546487678572877,Marilyn Manson,HR,20,f,US,Male,en,high
826,9,0.3010299956639812,Marilyn Manson,HR,20,f,US,Male,en,high
826,10,0.2890648263178879,Marilyn Manson,HR,20,f,US,Male,en,high
616,1,1.0,Tom Waits,BR,18,m,US,Male,en,high
616,2,0.6309297535714575,Townes Van Zandt,BR,18,m,US,Male,en,high
616,3,0.5,Big Mama Thornton,BR,18,m,US,Female,en,mid
616,4,0.43067655807339306,Marissa Nadler,BR,18,m,US,Female,en,high
616,5,0.38685280723454163,Four Tet,BR,18,m,UK,Male,no_lyrics,high
616,6,0.3562071871080222,John Cale,BR,18,m,US,Male,en,high
616,7,0.3333333333333333,Chico Buarque,BR,18,m,BR,Male,pt,high
616,8,0.31546487678572877,Bob Dylan,BR,18,m,US,Male,en,high
616,9,0.3010299956639812,Isaac Hayes,BR,18,m,US,Male,en,low
616,10,0.2890648263178879,Lou Reed,BR,18,m,US,Male,en,high
161,1,1.0,Duncan Laurence,FI,19,m,NL,Male,en,high
161,2,0.6309297535714575,Taylor Swift,FI,19,m,US,Female,en,high
161,3,0.5,Marilyn Manson,FI,19,m,US,Male,en,high
161,4,0.43067655807339306,Dido,FI,19,m,UK,Female,en,high
161,5,0.38685280723454163,Michael Sembello,FI,19,m,US,Male,no_lyrics,high
161,6,0.3562071871080222,Britney Spears,FI,19,m,US,Female,en,high
161,7,0.3333333333333333,Britney Spears,FI,19,m,US,Female,en,high
161,8,0.31546487678572877,Marilyn Manson,FI,19,m,US,Male,en,high
161,9,0.3010299956639812,Britney Spears,FI,19,m,US,Female,en,high
161,10,0.2890648263178879,Haddaway,FI,19,m,DE,Male,en,high
452,1,1.0,Dimension,RU,32,m,ES,Male,en,high
452,2,0.6309297535714575,Moby,RU,32,m,US,Male,en,high
452,3,0.5,Noisestorm,RU,32,m,IE,Male,en,high
452,4,0.43067655807339306,Aaron Smith,RU,32,m,US,Male,en,high
452,5,0.38685280723454163,Klaas,RU,32,m,DE,Male,no_lyrics,high
452,6,0.3562071871080222,Mr.Kitty,RU,32,m,US,Male,en,high
452,7,0.3333333333333333,Marilyn Manson,RU,32,m,US,Male,en,high
452,8,0.31546487678572877,Marilyn Manson,RU,32,m,US,Male,en,high
452,9,0.3010299956639812,Beck,RU,32,m,DK,Male,en,high
452,10,0.2890648263178879,Timmy Trumpet,RU,32,m,AU,Male,en,high
725,1,1.0,Sufjan Stevens,NL,27,f,US,Male,en,high
725,2,0.6309297535714575,Father John Misty,NL,27,f,US,Male,en,high
725,3,0.5,Sufjan Stevens,NL,27,f,US,Male,en,high
725,4,0.43067655807339306,Paul Simon,NL,27,f,US,Male,en,high
725,5,0.38685280723454163,M. Ward,NL,27,f,US,Male,en,high
725,6,0.3562071871080222,Perfume Genius,NL,27,f,US,Male,no_lyrics,high
725,7,0.3333333333333333,Céu,NL,27,f,BR,Female,pt,high
725,8,0.31546487678572877,Sufjan Stevens,NL,27,f,US,Male,en,high
725,9,0.3010299956639812,Paul Simon,NL,27,f,US,Male,en,high
725,10,0.2890648263178879,Paul Simon,NL,27,f,US,Male,en,high
896,1,1.0,Lana Del Rey,BG,14,m,US,Female,en,high
896,2,0.6309297535714575,Lana Del Rey,BG,14,m,US,Female,en,high
896,3,0.5,Marilyn Manson,BG,14,m,US,Male,en,high
896,4,0.43067655807339306,Grimes,BG,14,m,CA,Female,en,high
896,5,0.38685280723454163,Carpenter Brut,BG,14,m,FR,Male,no_lyrics,high
896,6,0.3562071871080222,Chris Isaak,BG,14,m,US,Male,en,high
896,7,0.3333333333333333,Beck,BG,14,m,DK,Male,en,high
896,8,0.31546487678572877,Lana Del Rey,BG,14,m,US,Female,en,high
896,9,0.3010299956639812,Tame Impala,BG,14,m,AU,Male,en,high
896,10,0.2890648263178879,Britney Spears,BG,14,m,US,Female,en,high
432,1,1.0,Queen,VN,23,m,JP,Female,en,high
432,2,0.6309297535714575,Queen,VN,23,m,JP,Female,en,high
432,3,0.5,Queen,VN,23,m,JP,Female,en,high
432,4,0.43067655807339306,Queen,VN,23,m,JP,Female,en,high
432,5,0.38685280723454163,Queen,VN,23,m,JP,Female,en,high
432,6,0.3562071871080222,Howard Shore,VN,23,m,CA,Male,no_lyrics,high
432,7,0.3333333333333333,Queen,VN,23,m,JP,Female,en,high
432,8,0.31546487678572877,Queen,VN,23,m,JP,Female,en,high
432,9,0.3010299956639812,Queen,VN,23,m,JP,Female,en,high
432,10,0.2890648263178879,Queen,VN,23,m,JP,Female,en,high
277,1,1.0,Valentino Khan,PL,28,m,US,Male,en,low
277,2,0.6309297535714575,Nile,PL,28,m,US,Female,,high
277,3,0.5,Jauz,PL,28,m,US,Male,en,low
277,4,0.43067655807339306,Venom,PL,28,m,UK,Male,en,high
277,5,0.38685280723454163,Headhunterz,PL,28,m,NL,Male,en,low
277,6,0.3562071871080222,Wildstylez,PL,28,m,NL,Male,no_lyrics,mid
277,7,0.3333333333333333,Celldweller,PL,28,m,US,Male,en,high
277,8,0.31546487678572877,Cássia Eller,PL,28,m,BR,Female,pt,mid
277,9,0.3010299956639812,Haddaway,PL,28,m,DE,Male,en,high
277,10,0.2890648263178879,Agent Orange,PL,28,m,US,Male,en,mid
569,1,1.0,Queen,RU,26,m,JP,Female,en,high
569,2,0.6309297535714575,Emperor,RU,26,m,UK,Male,en,high
569,3,0.5,Queen,RU,26,m,JP,Female,en,high
569,4,0.43067655807339306,Queen,RU,26,m,JP,Female,en,high
569,5,0.38685280723454163,Perturbator,RU,26,m,FR,Male,no_lyrics,high
569,6,0.3562071871080222,Queen,RU,26,m,JP,Female,en,high
569,7,0.3333333333333333,Mariza,RU,26,m,PT,Female,pt,low
569,8,0.31546487678572877,Queen,RU,26,m,JP,Female,en,high
569,9,0.3010299956639812,Queen,RU,26,m,JP,Female,en,high
569,10,0.2890648263178879,Mayhem,RU,26,m,CA,Female,en,high
97,1,1.0,Chuck Berry,SE,23,m,US,Male,en,high
97,2,0.6309297535714575,Beck,SE,23,m,DK,Male,en,high
97,3,0.5,Grimes,SE,23,m,CA,Female,en,high
97,4,0.43067655807339306,Weyes Blood,SE,23,m,US,Female,en,high
97,5,0.38685280723454163,Michael Sembello,SE,23,m,US,Male,no_lyrics,high
97,6,0.3562071871080222,Tame Impala,SE,23,m,AU,Male,en,high
97,7,0.3333333333333333,Ice Cube,SE,23,m,US,Male,en,high
97,8,0.31546487678572877,Björk,SE,23,m,IS,Female,en,high
97,9,0.3010299956639812,PJ Harvey,SE,23,m,UK,Female,en,high
97,10,0.2890648263178879,Weyes Blood,SE,23,m,US,Female,en,high
91,1,1.0,Ariana Grande,US,25,m,US,Female,en,high
91,2,0.6309297535714575,Britney Spears,US,25,m,US,Female,en,high
91,3,0.5,Britney Spears,US,25,m,US,Female,en,high
91,4,0.43067655807339306,Lana Del Rey,US,25,m,US,Female,en,high
91,5,0.38685280723454163,Carpenter Brut,US,25,m,FR,Male,no_lyrics,high
91,6,0.3562071871080222,Taylor Swift,US,25,m,US,Female,en,high
91,7,0.3333333333333333,Tame Impala,US,25,m,AU,Male,en,high
91,8,0.31546487678572877,Avril Lavigne,US,25,m,CA,Female,en,high
91,9,0.3010299956639812,Lana Del Rey,US,25,m,US,Female,en,high
91,10,0.2890648263178879,Haddaway,US,25,m,DE,Male,en,high
655,1,1.0,Britney Spears,RU,30,m,US,Female,en,high
655,2,0.6309297535714575,Marilyn Manson,RU,30,m,US,Male,en,high
655,3,0.5,AFI,RU,30,m,US,Female,en,high
655,4,0.43067655807339306,Michael Jackson,RU,30,m,US,Male,en,high
655,5,0.38685280723454163,Carpenter Brut,RU,30,m,FR,Male,no_lyrics,high
655,6,0.3562071871080222,Moby,RU,30,m,US,Male,en,high
655,7,0.3333333333333333,Queen,RU,30,m,JP,Female,en,high
655,8,0.31546487678572877,Jonathan Davis,RU,30,m,US,Male,en,high
655,9,0.3010299956639812,Beck,RU,30,m,DK,Male,en,high
655,10,0.2890648263178879,Sia,RU,30,m,AU,Female,en,high
795,1,1.0,Bryan Adams,US,19,m,CA,Male,en,high
795,2,0.6309297535714575,Britney Spears,US,19,m,US,Female,en,high
795,3,0.5,Britney Spears,US,19,m,US,Female,en,high
795,4,0.43067655807339306,Chuck Berry,US,19,m,US,Male,en,high
795,5,0.38685280723454163,Michael Sembello,US,19,m,US,Male,no_lyrics,high
795,6,0.3562071871080222,Avril Lavigne,US,19,m,CA,Female,en,high
795,7,0.3333333333333333,John Mayer,US,19,m,IN,Male,en,high
795,8,0.31546487678572877,Billy Joel,US,19,m,US,Male,en,high
795,9,0.3010299956639812,Lil Nas X,US,19,m,US,Male,en,high
795,10,0.2890648263178879,Dolly Parton,US,19,m,US,Female,en,high
793,1,1.0,Ariana Grande,PL,16,m,US,Female,en,high
793,2,0.6309297535714575,Robyn,PL,16,m,SE,Female,en,high
793,3,0.5,Kacey Musgraves,PL,16,m,US,Female,en,high
793,4,0.43067655807339306,Taylor Swift,PL,16,m,US,Female,en,high
793,5,0.38685280723454163,Four Tet,PL,16,m,UK,Male,no_lyrics,high
793,6,0.3562071871080222,Mariah Carey,PL,16,m,US,Female,en,high
793,7,0.3333333333333333,Céu,PL,16,m,BR,Female,pt,high
793,8,0.31546487678572877,Frank Ocean,PL,16,m,US,Male,en,high
793,9,0.3010299956639812,Lana Del Rey,PL,16,m,US,Female,en,high
793,10,0.2890648263178879,Beyoncé,PL,16,m,US,Female,en,high
492,1,1.0,Ariana Grande,UK,34,m,US,Female,en,high
492,2,0.6309297535714575,Ariana Grande,UK,34,m,US,Female,en,high
492,3,0.5,Britney Spears,UK,34,m,US,Female,en,high
492,4,0.43067655807339306,Beyoncé,UK,34,m,US,Female,en,high
492,5,0.38685280723454163,Beyoncé,UK,34,m,US,Female,en,high
492,6,0.3562071871080222,Pitty,UK,34,m,BR,Female,pt,high
492,7,0.3333333333333333,Ariana Grande,UK,34,m,US,Female,en,high
492,8,0.31546487678572877,Britney Spears,UK,34,m,US,Female,en,high
492,9,0.3010299956639812,Beyoncé,UK,34,m,US,Female,en,high
492,10,0.2890648263178879,Beyoncé,UK,34,m,US,Female,en,high
837,1,1.0,Ariana Grande,BR,21,m,US,Female,en,high
837,2,0.6309297535714575,Lana Del Rey,BR,21,m,US,Female,en,high
837,3,0.5,Britney Spears,BR,21,m,US,Female,en,high
837,4,0.43067655807339306,Britney Spears,BR,21,m,US,Female,en,high
837,5,0.38685280723454163,Michael Sembello,BR,21,m,US,Male,no_lyrics,high
837,6,0.3562071871080222,Britney Spears,BR,21,m,US,Female,en,high
837,7,0.3333333333333333,Jessie J,BR,21,m,UK,Female,en,high
837,8,0.31546487678572877,Rihanna,BR,21,m,UK,Female,en,high
837,9,0.3010299956639812,Sia,BR,21,m,AU,Female,en,high
837,10,0.2890648263178879,Rihanna,BR,21,m,UK,Female,en,high
875,1,1.0,Haddaway,FI,22,m,DE,Male,en,high
875,2,0.6309297535714575,Britney Spears,FI,22,m,US,Female,en,high
875,3,0.5,AFI,FI,22,m,US,Female,en,high
875,4,0.43067655807339306,Robyn,FI,22,m,SE,Female,en,high
875,5,0.38685280723454163,Michael Sembello,FI,22,m,US,Male,no_lyrics,high
875,6,0.3562071871080222,Marilyn Manson,FI,22,m,US,Male,en,high
875,7,0.3333333333333333,Eminem,FI,22,m,US,Male,en,high
875,8,0.31546487678572877,Duncan Laurence,FI,22,m,NL,Male,en,high
875,9,0.3010299956639812,Billy Joel,FI,22,m,US,Male,en,high
875,10,0.2890648263178879,Queen,FI,22,m,JP,Female,en,high
211,1,1.0,Al Green,BG,33,f,US,Male,en,mid
211,2,0.6309297535714575,Kylie Minogue,BG,33,f,AU,Female,en,high
211,3,0.5,Kylie Minogue,BG,33,f,AU,Female,en,high
211,4,0.43067655807339306,George Michael,BG,33,f,UK,Male,en,high
211,5,0.38685280723454163,C418,BG,33,f,DE,Male,no_lyrics,mid
211,6,0.3562071871080222,Albert King,BG,33,f,US,Male,en,high
211,7,0.3333333333333333,Mariza,BG,33,f,PT,Female,pt,low
211,8,0.31546487678572877,Little Walter,BG,33,f,US,Male,en,mid
211,9,0.3010299956639812,Kylie Minogue,BG,33,f,AU,Female,en,high
211,10,0.2890648263178879,Kylie Minogue,BG,33,f,AU,Female,en,high
444,1,1.0,Ariana Grande,BR,20,m,US,Female,en,high
444,2,0.6309297535714575,Rihanna,BR,20,m,UK,Female,en,high
444,3,0.5,Avril Lavigne,BR,20,m,CA,Female,en,high
444,4,0.43067655807339306,Lorde,BR,20,m,NZ,Female,en,high
444,5,0.38685280723454163,Roy Orbison,BR,20,m,US,Male,en,high
444,6,0.3562071871080222,Cartola,BR,20,m,BR,Male,pt,high
444,7,0.3333333333333333,Madonna,BR,20,m,US,Female,en,high
444,8,0.31546487678572877,Britney Spears,BR,20,m,US,Female,en,high
444,9,0.3010299956639812,Britney Spears,BR,20,m,US,Female,en,high
444,10,0.2890648263178879,Ariana Grande,BR,20,m,US,Female,en,high
549,1,1.0,Weyes Blood,CA,21,m,US,Female,en,high
549,2,0.6309297535714575,Aldous Harding,CA,21,m,NZ,Female,en,high
549,3,0.5,Snail Mail,CA,21,m,US,Female,en,high
549,4,0.43067655807339306,Weyes Blood,CA,21,m,US,Female,en,high
549,5,0.38685280723454163,Four Tet,CA,21,m,UK,Male,no_lyrics,high
549,6,0.3562071871080222,Jessica Pratt,CA,21,m,US,Female,en,high
549,7,0.3333333333333333,James Blake,CA,21,m,UK,Male,en,high
549,8,0.31546487678572877,Weyes Blood,CA,21,m,US,Female,en,high
549,9,0.3010299956639812,Jessica Pratt,CA,21,m,US,Female,en,high
549,10,0.2890648263178879,James Blake,CA,21,m,UK,Male,en,high
166,1,1.0,Haddaway,SE,29,m,DE,Male,en,high
166,2,0.6309297535714575,Britney Spears,SE,29,m,US,Female,en,high
166,3,0.5,Britney Spears,SE,29,m,US,Female,en,high
166,4,0.43067655807339306,Eagle-Eye Cherry,SE,29,m,SE,Male,,high
166,5,0.38685280723454163,Bryan Adams,SE,29,m,CA,Male,en,high
166,6,0.3562071871080222,Michael Sembello,SE,29,m,US,Male,no_lyrics,high
166,7,0.3333333333333333,Gwen Stefani,SE,29,m,US,Female,en,high
166,8,0.31546487678572877,Avril Lavigne,SE,29,m,CA,Female,en,high
166,9,0.3010299956639812,Justin Timberlake,SE,29,m,US,Male,en,high
166,10,0.2890648263178879,Billy Joel,SE,29,m,US,Male,en,high
287,1,1.0,Britney Spears,BR,21,m,US,Female,en,high
287,2,0.6309297535714575,Jessie J,BR,21,m,UK,Female,en,high
287,3,0.5,Mariah Carey,BR,21,m,US,Female,en,high
287,4,0.43067655807339306,Kacey Musgraves,BR,21,m,US,Female,en,high
287,5,0.38685280723454163,Michael Sembello,BR,21,m,US,Male,no_lyrics,high
287,6,0.3562071871080222,Miley Cyrus,BR,21,m,US,Non-binary,en,high
287,7,0.3333333333333333,Rihanna,BR,21,m,UK,Female,en,high
287,8,0.31546487678572877,Ariana Grande,BR,21,m,US,Female,en,high
287,9,0.3010299956639812,Travis Scott,BR,21,m,US,Male,en,high
287,10,0.2890648263178879,Sia,BR,21,m,AU,Female,en,high
775,1,1.0,Avril Lavigne,PL,16,f,CA,Female,en,high
775,2,0.6309297535714575,Ariana Grande,PL,16,f,US,Female,en,high
775,3,0.5,Duncan Laurence,PL,16,f,NL,Male,en,high
775,4,0.43067655807339306,Adele,PL,16,f,UK,Female,en,high
775,5,0.38685280723454163,Philip Glass,PL,16,f,US,Male,no_lyrics,high
775,6,0.3562071871080222,Britney Spears,PL,16,f,US,Female,en,high
775,7,0.3333333333333333,Laura Branigan,PL,16,f,US,Female,en,high
775,8,0.31546487678572877,Taylor Swift,PL,16,f,US,Female,en,high
775,9,0.3010299956639812,Sia,PL,16,f,AU,Female,en,high
775,10,0.2890648263178879,John Maus,PL,16,f,US,Male,en,high
40,1,1.0,Lana Del Rey,RU,34,m,US,Female,en,high
40,2,0.6309297535714575,Laura Branigan,RU,34,m,US,Female,en,high
40,3,0.5,Lana Del Rey,RU,34,m,US,Female,en,high
40,4,0.43067655807339306,Emma Ruth Rundle,RU,34,m,US,Female,en,high
40,5,0.38685280723454163,Carpenter Brut,RU,34,m,FR,Male,no_lyrics,high
40,6,0.3562071871080222,Ariana Grande,RU,34,m,US,Female,en,high
40,7,0.3333333333333333,Robyn,RU,34,m,SE,Female,en,high
40,8,0.31546487678572877,Devin Townsend,RU,34,m,CA,Male,en,high
40,9,0.3010299956639812,Lana Del Rey,RU,34,m,US,Female,en,high
40,10,0.2890648263178879,Tori Amos,RU,34,m,US,Female,en,high
862,1,1.0,Ariana Grande,PL,17,m,US,Female,en,high
862,2,0.6309297535714575,Ariana Grande,PL,17,m,US,Female,en,high
862,3,0.5,Ariana Grande,PL,17,m,US,Female,en,high
862,4,0.43067655807339306,Lana Del Rey,PL,17,m,US,Female,en,high
862,5,0.38685280723454163,Four Tet,PL,17,m,UK,Male,no_lyrics,high
862,6,0.3562071871080222,Ariana Grande,PL,17,m,US,Female,en,high
862,7,0.3333333333333333,Ariana Grande,PL,17,m,US,Female,en,high
862,8,0.31546487678572877,Robyn,PL,17,m,SE,Female,en,high
862,9,0.3010299956639812,Britney Spears,PL,17,m,US,Female,en,high
862,10,0.2890648263178879,Frank Ocean,PL,17,m,US,Male,en,high
226,1,1.0,The Kinks,RU,37,m,US,Male,en,high
226,2,0.6309297535714575,David Bowie,RU,37,m,UK,Male,en,high
226,3,0.5,Nile,RU,37,m,US,Female,,high
226,4,0.43067655807339306,The Kinks,RU,37,m,US,Male,en,high
226,5,0.38685280723454163,David Bowie,RU,37,m,UK,Male,en,high
226,6,0.3562071871080222,Howard Shore,RU,37,m,CA,Male,no_lyrics,high
226,7,0.3333333333333333,Tom Waits,RU,37,m,US,Male,en,high
226,8,0.31546487678572877,Suede,RU,37,m,US,Female,en,high
226,9,0.3010299956639812,Leonard Cohen,RU,37,m,CA,Male,en,high
226,10,0.2890648263178879,Leonard Cohen,RU,37,m,CA,Male,en,high
315,1,1.0,Lana Del Rey,US,24,m,US,Female,en,high
315,2,0.6309297535714575,Tame Impala,US,24,m,AU,Male,en,high
315,3,0.5,Lana Del Rey,US,24,m,US,Female,en,high
315,4,0.43067655807339306,Travis Scott,US,24,m,US,Male,en,high
315,5,0.38685280723454163,Four Tet,US,24,m,UK,Male,no_lyrics,high
315,6,0.3562071871080222,Weyes Blood,US,24,m,US,Female,en,high
315,7,0.3333333333333333,Snail Mail,US,24,m,US,Female,en,high
315,8,0.31546487678572877,Toro y Moi,US,24,m,US,Male,en,high
315,9,0.3010299956639812,Ariana Grande,US,24,m,US,Female,en,high
315,10,0.2890648263178879,Lil Nas X,US,24,m,US,Male,en,high
910,1,1.0,James Arthur,RU,22,m,UK,Male,en,high
910,2,0.6309297535714575,Louis Tomlinson,RU,22,m,UK,Male,,high
910,3,0.5,Queen,RU,22,m,JP,Female,en,high
910,4,0.43067655807339306,Queen,RU,22,m,JP,Female,en,high
910,5,0.38685280723454163,Blue Stahli,RU,22,m,US,Male,en,high
910,6,0.3562071871080222,Perturbator,RU,22,m,FR,Male,no_lyrics,high
910,7,0.3333333333333333,Duncan Laurence,RU,22,m,NL,Male,en,high
910,8,0.31546487678572877,Queen,RU,22,m,JP,Female,en,high
910,9,0.3010299956639812,Haddaway,RU,22,m,DE,Male,en,high
910,10,0.2890648263178879,John Mayer,RU,22,m,IN,Male,en,high
654,1,1.0,Adele,CA,18,m,UK,Female,en,high
654,2,0.6309297535714575,Gregory Alan Isakov,CA,18,m,US,Male,,high
654,3,0.5,Gregory Alan Isakov,CA,18,m,US,Male,,high
654,4,0.43067655807339306,Riley Pearce,CA,18,m,AU,Male,en,high
654,5,0.38685280723454163,John Mayer,CA,18,m,IN,Male,en,high
654,6,0.3562071871080222,Damien Rice,CA,18,m,IE,Male,en,high
