user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender
88,1,1.0,Marilyn Manson,NL,24,m,US,Male
88,2,0.6309297535714575,Seal,NL,24,m,UK,Male
88,3,0.5,Michael Sembello,NL,24,m,US,Male
88,4,0.43067655807339306,Shawn Mendes,NL,24,m,CA,Male
88,5,0.38685280723454163,Raul Seixas,NL,24,m,BR,Male
88,6,0.3562071871080222,Troye Sivan,NL,24,m,AU,Male
88,7,0.3333333333333333,Roy Orbison,NL,24,m,US,Male
88,8,0.31546487678572877,Tove Lo,NL,24,m,SE,Female
88,9,0.3010299956639812,Moby,NL,24,m,US,Male
88,10,0.2890648263178879,Vitalic,NL,24,m,FR,Male
933,1,1.0,Eminem,RU,15,m,US,Male
933,2,0.6309297535714575,Rihanna,RU,15,m,UK,Female
933,3,0.5,Frank Ocean,RU,15,m,US,Male
933,4,0.43067655807339306,Leonard Cohen,RU,15,m,CA,Male
933,5,0.38685280723454163,Tame Impala,RU,15,m,AU,Male
933,6,0.3562071871080222,Criolo,RU,15,m,BR,Male
933,7,0.3333333333333333,Madonna,RU,15,m,US,Female
933,8,0.31546487678572877,Yngwie Malmsteen,RU,15,m,SE,Male
933,9,0.3010299956639812,Father John Misty,RU,15,m,US,Male
933,10,0.2890648263178879,Manu Chao,RU,15,m,FR,Male
858,1,1.0,Blue Stahli,BR,15,m,US,Male
858,2,0.6309297535714575,Ozzy Osbourne,BR,15,m,UK,Male
858,3,0.5,Eminem,BR,15,m,US,Male
858,4,0.43067655807339306,Grimes,BR,15,m,CA,Female
858,5,0.38685280723454163,Timmy Trumpet,BR,15,m,AU,Male
858,6,0.3562071871080222,Raul Seixas,BR,15,m,BR,Male
858,7,0.3333333333333333,Toro y Moi,BR,15,m,US,Male
858,8,0.31546487678572877,Zara Larsson,BR,15,m,SE,Female
858,9,0.3010299956639812,Vitalic,BR,15,m,FR,Male
858,10,0.2890648263178879,Britney Spears,BR,15,m,US,Female
884,1,1.0,Father John Misty,RU,17,m,US,Male
884,2,0.6309297535714575,George Ezra,RU,17,m,UK,Male
884,3,0.5,Frank Ocean,RU,17,m,US,Male
884,4,0.43067655807339306,Avril Lavigne,RU,17,m,CA,Female
884,5,0.38685280723454163,Flume,RU,17,m,AU,Male
884,6,0.3562071871080222,Criolo,RU,17,m,BR,Male
884,7,0.3333333333333333,Kelis,RU,17,m,US,Female
884,8,0.31546487678572877,Yngwie Malmsteen,RU,17,m,SE,Male
