user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender
1,1,1.0,Beyoncé,UK,29,m,US,Female
1,2,0.6309297535714575,Britney Spears,UK,29,m,US,Female
1,3,0.5,AFI,UK,29,m,US,Female
1,4,0.43067655807339306,Elliott Smith,UK,29,m,US,Male
1,5,0.38685280723454163,Britney Spears,UK,29,m,US,Female
1,6,0.3562071871080222,Dimension,UK,29,m,ES,Male
1,7,0.3333333333333333,Moby,UK,29,m,US,Male
1,8,0.31546487678572877,Rihanna,UK,29,m,UK,Female
1,9,0.3010299956639812,Ry x,UK,29,m,AU,Male
1,10,0.2890648263178879,Joe Goddard,UK,29,m,UK,Male
2,1,1.0,Beyoncé,US,29,f,US,Female
2,2,0.6309297535714575,Elliott Smith,US,29,f,US,Male
2,3,0.5,Joe Goddard,US,29,f,UK,Male
2,4,0.43067655807339306,Twin Shadow,US,29,f,US,Male
2,5,0.38685280723454163,Christina Aguilera,US,29,f,US,Female
2,6,0.3562071871080222,AFI,US,29,f,US,Female
2,7,0.3333333333333333,Britney Spears,US,29,f,US,Female
2,8,0.31546487678572877,Toro y Moi,US,29,f,US,Male
2,9,0.3010299956639812,Dimension,US,29,f,ES,Male
2,10,0.2890648263178879,Weyes Blood,US,29,f,US,Female
3,1,1.0,Leonard Cohen,CH,27,m,CA,Male
3,2,0.6309297535714575,Perfume Genius,CH,27,m,US,Male
3,3,0.5,Grouper,CH,27,m,US,Female
3,4,0.43067655807339306,Rita Ora,CH,27,m,UK,Female
3,5,0.38685280723454163,Ty Segall,CH,27,m,US,Male
3,6,0.3562071871080222,Leonard Cohen,CH,27,m,CA,Male
3,7,0.3333333333333333,Adrianne Lenker,CH,27,m,US,Female
3,8,0.31546487678572877,Lush,CH,27,m,FI,Male
3,9,0.3010299956639812,Scott Walker,CH,27,m,UK,Male
3,10,0.2890648263178879,Kanye West,CH,27,m,US,Male
4,1,1.0,Mariah Carey,UK,32,m,US,Female
4,2,0.6309297535714575,Taylor Swift,UK,32,m,US,Female
4,3,0.5,Avril Lavigne,UK,32,m,CA,Female
4,4,0.43067655807339306,Neil Diamond,UK,32,m,US,Male
4,5,0.38685280723454163,IAMX,UK,32,m,DE,Male
4,6,0.3562071871080222,Tom Odell,UK,32,m,UK,Male
4,7,0.3333333333333333,Lorde,UK,32,m,NZ,Female
4,8,0.31546487678572877,Sufjan Stevens,UK,32,m,US,Male
4,9,0.3010299956639812,Timmy Trumpet,UK,32,m,AU,Male
4,10,0.2890648263178879,Celldweller,UK,32,m,US,Male
5,1,1.0,Sharon Van Etten,SE,28,m,US,Female
5,2,0.6309297535714575,Jay Reatard,SE,28,m,US,Male
5,3,0.5,Kurt Vile,SE,28,m,US,Male
5,4,0.43067655807339306,Gregory Alan Isakov,SE,28,m,US,Male
5,5,0.38685280723454163,Flume,SE,28,m,AU,Male
5,6,0.3562071871080222,Frank Ocean,SE,28,m,US,Male
5,7,0.3333333333333333,Angel Olsen,SE,28,m,US,Female
5,8,0.31546487678572877,James Blake,SE,28,m,UK,Male
5,9,0.3010299956639812,James Arthur,SE,28,m,UK,Male
5,10,0.2890648263178879,Wax Tailor,SE,28,m,FR,Male
6,1,1.0,Earl Sweatshirt,US,33,m,US,Male
6,2,0.6309297535714575,Sufjan Stevens,US,33,m,US,Male
6,3,0.5,Tom Odell,US,33,m,UK,Male
6,4,0.43067655807339306,Lorde,US,33,m,NZ,Female
6,5,0.38685280723454163,Iron & Wine,US,33,m,US,Male
