user_id,rank,exposure,artist,user_country,user_age,user_gender,artist_country,artist_gender
88,1,1.0,Toro y Moi,NL,24,m,US,Male
88,2,0.6309297535714575,Daniel Avery,NL,24,m,UK,Male
88,3,0.5,Lana Del Rey,NL,24,m,US,Female
88,4,0.43067655807339306,Grimes,NL,24,m,CA,Female
88,5,0.38685280723454163,Ry x,NL,24,m,AU,Male
88,6,0.3562071871080222,Pedro Sampaio,NL,24,m,BR,Male
88,7,0.3333333333333333,Travis Scott,NL,24,m,US,Male
88,8,0.31546487678572877,Jens Lekman,NL,24,m,SE,Male
88,9,0.3010299956639812,Tycho,NL,24,m,US,Male
88,10,0.2890648263178879,Carpenter Brut,NL,24,m,FR,Male
933,1,1.0,Roy Orbison,RU,15,m,US,Male
933,2,0.6309297535714575,Ed Sheeran,RU,15,m,UK,Male
933,3,0.5,Lana Del Rey,RU,15,m,US,Female
933,4,0.43067655807339306,Grimes,RU,15,m,CA,Female
933,5,0.38685280723454163,Sia,RU,15,m,AU,Female
933,6,0.3562071871080222,Raul Seixas,RU,15,m,BR,Male
933,7,0.3333333333333333,Dolly Parton,RU,15,m,US,Female
933,8,0.31546487678572877,Loreen,RU,15,m,SE,Female
933,9,0.3010299956639812,Édith Piaf,RU,15,m,FR,Female
933,10,0.2890648263178879,Marilyn Manson,RU,15,m,US,Male
858,1,1.0,Chuck Berry,BR,15,m,US,Male
858,2,0.6309297535714575,George Ezra,BR,15,m,UK,Male
858,3,0.5,Roy Orbison,BR,15,m,US,Male
858,4,0.43067655807339306,Grimes,BR,15,m,CA,Female
858,5,0.38685280723454163,Sia,BR,15,m,AU,Female
858,6,0.3562071871080222,Céu,BR,15,m,BR,Female
858,7,0.3333333333333333,Laura Branigan,BR,15,m,US,Female
858,8,0.31546487678572877,Tove Lo,BR,15,m,SE,Female
858,9,0.3010299956639812,Carpenter Brut,BR,15,m,FR,Male
858,10,0.2890648263178879,Janelle Monáe,BR,15,m,US,Non-binary
884,1,1.0,Billy Joel,RU,17,m,US,Male
884,2,0.6309297535714575,Edwyn Collins,RU,17,m,UK,Male
884,3,0.5,Chuck Berry,RU,17,m,US,Male
884,4,0.43067655807339306,Devin Townsend,RU,17,m,CA,Male
884,5,0.38685280723454163,Sia,RU,17,m,AU,Female
884,6,0.3562071871080222,Pedro Sampaio,RU,17,m,BR,Male
884,7,0.3333333333333333,Janelle Monáe,RU,17,m,US,Non-binary
884,8,0.31546487678572877,José González,RU,17,m,SE,Male
884,9,0.3010299956639812,Toro y Moi,RU,17,m,US,Male
884,10,0.2890648263178879,Wax Tailor,RU,17,m,FR,Male
549,1,1.0,Toro y Moi,CA,21,m,US,Male
549,2,0.6309297535714575,PJ Harvey,CA,21,m,UK,Female
549,3,0.5,Charlotte Day Wilson,CA,21,m,CA,Female
549,4,0.43067655807339306,Tycho,CA,21,m,US,Male
549,5,0.38685280723454163,Tame Impala,CA,21,m,AU,Male
549,6,0.3562071871080222,Pedro Sampaio,CA,21,m,BR,Male
549,7,0.3333333333333333,Lana Del Rey,CA,21,m,US,Female
549,8,0.31546487678572877,Eagle-Eye Cherry,CA,21,m,SE,Male
549,9,0.3010299956639812,Travis Scott,CA,21,m,US,Male
549,10,0.2890648263178879,Carpenter Brut,CA,21,m,FR,Male
67,1,1.0,Jessica Pratt,UK,27,m,US,Female
67,2,0.6309297535714575,Daniel Avery,UK,27,m,UK,Male
67,3,0.5,Julia Holter,UK,27,m,US,Female
67,4,0.43067655807339306,Leonard Cohen,UK,27,m,CA,Male
67,5,0.38685280723454163,Tame Impala,UK,27,m,AU,Male
67,6,0.3562071871080222,Grouper,UK,27,m,US,Female
67,7,0.3333333333333333,José González,UK,27,m,SE,Male
67,8,0.31546487678572877,Frank Ocean,UK,27,m,US,Male
67,9,0.3010299956639812,Carpenter Brut,UK,27,m,FR,Male
67,10,0.2890648263178879,Haddaway,UK,27,m,DE,Male
701,1,1.0,Jessica Pratt,NO,23,m,US,Female
701,2,0.6309297535714575,James Blake,NO,23,m,UK,Male
701,3,0.5,Janelle Monáe,NO,23,m,US,Non-binary
701,4,0.43067655807339306,Grimes,NO,23,m,CA,Female
701,5,0.38685280723454163,Ry x,NO,23,m,AU,Male
701,6,0.3562071871080222,Toro y Moi,NO,23,m,US,Male
701,7,0.3333333333333333,José González,NO,23,m,SE,Male
701,8,0.31546487678572877,Perfume Genius,NO,23,m,US,Male
701,9,0.3010299956639812,Wax Tailor,NO,23,m,FR,Male
701,10,0.2890648263178879,Lana Del Rey,NO,23,m,US,Female
742,1,1.0,AFI,BR,20,f,US,Female
742,2,0.6309297535714575,Ed Sheeran,BR,20,f,UK,Male
742,3,0.5,Roy Orbison,BR,20,f,US,Male
742,4,0.43067655807339306,Bryan Adams,BR,20,f,CA,Male
742,5,0.38685280723454163,Tame Impala,BR,20,f,AU,Male
742,6,0.3562071871080222,Anitta,BR,20,f,BR,Female
742,7,0.3333333333333333,Chris Isaak,BR,20,f,US,Male
742,8,0.31546487678572877,Tove Lo,BR,20,f,SE,Female
742,9,0.3010299956639812,Carpenter Brut,BR,20,f,FR,Male
742,10,0.2890648263178879,Chuck Berry,BR,20,f,US,Male
930,1,1.0,Roy Orbison,DE,33,m,US,Male
930,2,0.6309297535714575,Rihanna,DE,33,m,UK,Female
930,3,0.5,Chuck Berry,DE,33,m,US,Male
930,4,0.43067655807339306,Grimes,DE,33,m,CA,Female
930,5,0.38685280723454163,Sia,DE,33,m,AU,Female
930,6,0.3562071871080222,Taylor Swift,DE,33,m,US,Female
930,7,0.3333333333333333,Tove Lo,DE,33,m,SE,Female
930,8,0.31546487678572877,Carpenter Brut,DE,33,m,FR,Male
930,9,0.3010299956639812,Beyoncé,DE,33,m,US,Female
930,10,0.2890648263178879,Billy Joel,DE,33,m,US,Male
781,1,1.0,Michael Sembello,RU,22,f,US,Male
781,2,0.6309297535714575,Seal,RU,22,f,UK,Male
781,3,0.5,Lil Nas X,RU,22,f,US,Male
781,4,0.43067655807339306,Devin Townsend,RU,22,f,CA,Male
781,5,0.38685280723454163,Raul Seixas,RU,22,f,BR,Male
781,6,0.3562071871080222,Sia,RU,22,f,AU,Female
781,7,0.3333333333333333,Roy Orbison,RU,22,f,US,Male
781,8,0.31546487678572877,Loreen,RU,22,f,SE,Female
781,9,0.3010299956639812,Édith Piaf,RU,22,f,FR,Female
