UK	31	m	0
UK	29	m	1
US	29	f	2
CH	27	m	3
UK	32	m	4
SE	28	m	5
US	33	m	6
AU	37	m	7
AU	26	m	8
FI	30	m	9
UK	27	m	10
FI	26	m	11
NO	27	f	12
UA	31	m	13
US	32	m	14
FI	27	m	15
NL	25	m	16
SE	25	f	17
PL	29	m	18
SE	26	m	19
US	40	m	20
UK	46	m	21
AU	29	f	22
UK	33	m	23
US	27	m	24
US	31	m	25
AT	28	m	26
BY	32	m	27
FI	26	m	28
US	25	m	29
US	39	f	30
US	25	m	31
BE	37	m	32
NO	34	m	33
UK	28	m	34
RU	27	m	35
US	37	m	36
US	32	f	37
BR	25	m	38
US	27	m	39
RU	34	m	40
US	26	f	41
SK	24	m	42
US	25	m	43
US	24	f	44
DE	34	m	45
JP	28	m	46
RU	28	m	47
IT	26	m	48
HU	22	f	49
BE	27	m	50
SE	25	m	51
AT	27	m	52
US	26	m	53
ES	31	f	54
US	24	m	55
US	26	m	56
VE	26	m	57
MX	35	m	58
UK	38	f	59
UK	25	m	60
FI	30	m	61
AR	27	m	62
MK	32	m	63
SE	27	m	64
CR	31	m	65
CA	24	f	66
UK	27	m	67
DE	27	m	68
PL	33	m	69
NL	33	m	70
PL	25	m	71
US	39	m	72
CH	32	m	73
IT	31	m	74
NO	28	m	75
DE	61	m	76
FI	31	m	77
NO	29	m	78
US	25	m	79
RU	24	m	80
LV	22	m	81
RU	26	m	82
FI	25	m	83
RU	34	m	84
DE	27	m	85
DZ	24	m	86
UK	22	m	87
NL	24	m	88
CH	22	m	89
BR	25	m	90
US	25	m	91
DE	28	m	92
FI	23	m	93
OM	26	m	94
NL	24	m	95
SE	27	m	96
SE	23	m	97
CA	23	m	98
US	42	m	99
FI	31	m	100
PL	37	m	101
US	21	m	102
CZ	22	m	103
IR	25	m	104
FI	23	f	105
FI	22	f	106
UK	20	f	107
US	27	m	108
UA	28	m	109
BR	24	m	110
US	30	m	111
DK	30	m	112
NL	34	m	113
US	24	f	114
NL	39	m	115
US	25	m	116
NO	35	f	117
CZ	30	m	118
RU	34	m	119
UK	22	m	120
US	32	f	121
BR	28	f	122
BR	25	m	123
BA	23	f	124
FR	33	m	125
SK	26	m	126
NL	37	m	127
AU	24	m	128
US	23	m	129
NO	37	m	130
DE	24	m	131
UK	36	m	132
US	21	f	133
US	31	m	134
UK	19	m	135
RU	25	m	136
HR	49	m	137
SE	19	f	138
RU	27	m	139
PL	24	m	140
US	21	f	141
US	36	m	142
DE	26	m	143
ES	25	f	144
US	19	m	145
EE	28	f	146
CZ	45	m	147
NL	27	m	148
PL	32	m	149
US	25	m	150
US	24	m	151
DE	25	m	152
BR	39	m	153
NL	31	m	154
RU	30	m	155
