user_id	item_id	rank	score
88	732	1	3.7626011
88	721	2	3.7446346
88	270	3	3.6933856
88	376	4	4.831789
88	55	5	3.7764459
88	3220	6	2.7897878
88	3086	7	3.555849
88	3281	8	3.5449762
88	1362	9	4.1116858
88	1016	10	3.5465984
933	109	1	4.585548
933	848	2	3.8735285
933	1023	3	4.2381277
933	936	4	4.597615
933	1161	5	5.566495
933	837	6	2.1290283
933	1693	7	3.7528844
933	363	8	5.434364
933	1303	9	3.7497168
933	1578	10	3.6132436
858	1466	1	4.6534805
858	848	2	3.3910668
858	682	3	4.3277397
858	936	4	2.3010654
858	1149	5	3.9437141
858	3220	6	3.5482583
858	210	7	4.0507803
858	1595	8	4.057873
858	672	9	3.8113563
858	1452	10	3.1031437
884	1466	1	5.195712
884	185	2	5.795335
884	1368	3	4.8597674
884	3273	4	4.6377707
884	58	5	4.7492847
884	1036	6	4.1665497
884	791	7	4.222072
884	1025	8	3.7660294
884	920	9	4.200981
884	919	10	2.412455
549	515	1	4.6310163
549	108	2	3.4793093
549	913	3	4.5941715
549	635	4	4.6718507
549	1343	5	4.6189055
549	3220	6	3.1144366
549	631	7	4.4361553
549	14	8	4.26544
549	732	9	4.0587635
549	1362	10	3.7324674
67	11	1	3.6729174
67	369	2	4.154877
67	278	3	3.3713017
67	495	4	3.8107276
67	55	5	2.8659375
67	3220	6	2.5175672
67	3086	7	3.2965603
67	14	8	4.0064583
67	913	9	3.2149506
67	1281	10	3.1665373
701	278	1	4.765133
701	213	2	4.466685
701	913	3	4.6560974
701	1134	4	4.126065
701	55	5	4.3176737
701	3220	6	3.4941058
701	515	7	4.511279
701	1353	8	4.256601
701	1281	9	4.199598
701	631	10	4.0817595
742	50	1	3.5007257
742	218	2	4.024227
742	806	3	3.4119825
742	2135	4	3.9381142
742	1161	5	4.3346815
742	1003	6	2.8262377
742	454	7	3.236741
742	363	8	4.396394
742	1302	9	5.2719116
742	1410	10	2.9616284
930	109	1	3.8814814
930	2108	2	4.0858006
930	936	3	3.8965468
930	4020	4	2.771899
930	1161	5	4.589843
930	1036	6	4.1694155
930	77	7	2.768284
930	2502	8	4.0767126
930	1452	9	4.531699
930	1410	10	2.7300153
781	109	1	3.9498951
781	529	2	3.8711662
781	920	3	3.8217392
781	936	4	3.9592662
781	1036	5	4.249462
781	2800	6	2.6921792
781	244	7	3.2742188
781	1025	8	3.7906547
781	1693	9	3.08215
781	623	10	2.827197
878	791	1	3.807829
878	2108	2	3.9245667
878	920	3	3.7376223
878	2760	4	3.2317367
878	58	5	4.489868
878	837	6	2.18737
878	948	7	2.735169
878	1025	8	3.6431465
878	2125	9	2.7308993
878	919	10	1.6925884
190	3096	1	3.5277274
190	826	2	3.0337243
190	197	3	3.364316
190	1134	4	3.288894
190	237	5	3.2959743
190	14	6	3.6737466
190	204	7	3.1480546
190	1362	8	3.259482
190	1782	9	2.5394173
190	3074	10	2.8049662
682	672	1	4.329316
