user_id	item_id	rank	score
88	672	1	4.9492073
88	1761	2	3.5454123
88	77	3	4.196291
88	439	4	3.8708658
88	1983	5	3.8523479
88	456	6	4.0659275
88	1197	7	2.739318
88	139	8	3.7534332
88	229	9	4.2277894
88	3090	10	3.370321
933	62	1	4.0161037
933	369	2	3.7917943
933	3718	3	3.9699416
933	495	4	2.973864
933	30	5	4.144312
933	1315	6	2.0392385
933	1449	7	3.9082394
933	47	8	3.8210459
933	221	9	3.8545668
933	219	10	3.7972355
858	1368	1	3.4600773
858	1341	2	3.8138657
858	215	3	3.31702
858	320	4	3.428968
858	71	5	3.1546016
858	2503	6	3.1620111
858	732	7	3.2675338
858	599	8	3.0953553
858	311	9	3.1904035
858	229	10	2.3082786
884	672	1	3.6018457
884	168	2	3.7704182
884	84	3	3.4908872
884	243	4	3.2880197
884	622	5	2.9480057
884	152	6	3.466329
884	599	7	3.8162942
884	196	8	3.4454474
884	229	9	3.574031
884	43	10	3.6088781
549	139	1	3.1269813
549	1761	2	2.7712684
549	501	3	2.9410572
549	439	4	2.89815
549	1926	5	3.5744276
549	479	6	2.881372
549	47	7	2.6574428
549	229	8	3.4429178
549	53	9	2.8654087
549	717	10	2.8454313
67	672	1	4.33809
67	1761	2	2.8865967
67	77	3	3.7059116
67	439	4	3.3744764
67	1983	5	3.2772446
67	1315	6	2.0081723
67	456	7	3.6870646
67	200	8	3.5161648
67	229	9	3.8471406
67	501	10	3.0869818
701	4017	1	2.0571938
701	168	2	1.5556638
701	4021	3	2.0466144
701	296	4	1.4939275
701	1161	5	1.3289124
701	77	6	2.0406034
701	200	7	1.8221583
701	1114	8	1.9552183
701	3138	9	1.0812969
701	4029	10	1.6163476
742	196	1	4.4098873
742	369	2	4.727547
742	216	3	4.211602
742	3273	4	3.4202874
742	430	5	3.9119544
742	2503	6	4.1930504
742	3718	7	4.1685743
742	200	8	2.9609408
742	242	9	4.1429586
742	492	10	3.8358073
930	732	1	3.2287602
930	369	2	4.201685
930	242	3	3.108347
930	495	4	3.4586673
930	30	5	2.8924146
930	2503	6	2.406426
930	311	7	3.018691
930	599	8	3.2704787
930	333	9	2.9312615
930	229	10	2.3512554
781	84	1	3.9444075
781	231	2	3.5409827
781	1449	3	2.9906907
781	320	4	3.9299347
781	72	5	2.7623515
781	219	6	2.98378
781	599	7	4.511768
781	1484	8	4.5535073
781	515	9	2.964782
781	43	10	3.9328604
878	227	1	3.6185775
878	231	2	4.050907
878	631	3	3.371214
878	3929	4	2.4021578
878	622	5	3.0478077
878	1315	6	1.9086777
878	258	7	3.1848168
878	1066	8	2.9838572
878	221	9	3.4337738
878	62	10	3.1644833
190	4020	1	3.5734005
190	1697	2	2.7103708
190	682	3	3.3525207
190	296	4	2.9728248
190	1926	5	4.100662
190	1315	6	2.0164595
190	4021	7	3.3281343
190	47	8	3.2941248
190	53	9	3.3186085
190	391	10	2.2792041
682	2400	1	3.236517
682	1533	2	3.7347126
682	3532	3	2.7570386
682	1134	4	2.330452
682	2098	5	2.5332742
682	599	6	1.7133564
682	3776	7	2.2569206
682	1281	8	1.8625916
682	1421	9	3.238622
682	2548	10	2.231604
