user_id:token	item_id:token
88	3072
88	548
88	1410
88	1277
88	590
88	1321
88	1374
88	1457
88	62
88	919
933	3075
933	2110
933	551
933	754
933	70
933	114
933	210
933	1199
933	1466
933	156
858	1091
858	1511
858	805
858	1134
858	620
858	3286
858	874
858	3281
858	1602
858	80
884	82
884	721
884	29
884	1134
884	55
884	3286
884	3074
884	1732
884	1011
884	156
549	839
549	721
549	1833
549	1277
549	1863
549	590
549	1449
549	1310
549	3072
549	919
67	258
67	1919
67	0
67	320
67	430
67	590
67	197
67	1457
67	919
67	3072
701	733
701	1697
701	141
701	944
701	430
701	590
701	798
701	1310
701	654
701	1745
742	29
742	46
742	920
742	1134
742	70
742	1036
742	1578
742	3281
742	1602
742	680
930	1466
930	2110
930	1406
930	3273
930	3286
930	70
930	139
930	1199
930	1281
930	210
781	551
781	201
781	73
781	147
781	935
781	70
781	3074
781	1732
781	492
781	1303
878	73
878	201
878	3074
878	754
878	70
878	3220
878	492
878	1732
878	210
878	1452
190	3073
190	721
190	732
190	1277
190	3286
190	70
190	515
190	363
190	913
190	919
682	196
682	213
682	0
682	243
682	430
682	2503
682	258
682	1199
682	1602
682	216
28	3073
28	46
28	1701
28	635
28	70
28	3220
28	728
28	1199
28	1466
28	156
799	492
799	529
799	3074
799	147
799	70
799	935
799	641
799	1199
799	1302
799	530
41	753
41	1582
41	798
41	944
41	1863
41	3286
41	702
41	1457
41	1129
41	1602
294	843
294	431
294	682
294	754
294	935
294	1983
294	1466
294	1199
294	1281
294	1925
331	1701
331	185
331	63
331	635
331	55
331	3286
331	29
331	3281
331	1011
331	1281
415	1368
415	2110
415	641
415	754
415	1983
415	1036
415	479
415	1025
415	1925
415	1281
679	0
679	1697
679	19
679	495
679	430
679	935
679	1449
679	3281
679	1745
679	311
493	1359
493	1341
493	874
493	754
493	1926
493	3286
493	805
493	3281
493	1745
493	1011
751	73
751	201
751	3074
751	635
751	70
751	3220
751	551
751	1732
751	492
751	156
8	1449
8	231
8	1091
8	3929
8	1321
8	3286
8	641
8	363
8	1745
8	187
55	7
55	721
55	948
55	1134
55	55
55	3286
55	215
55	1353
55	63
55	1281
262	278
262	1919
262	1481
262	1277
262	590
262	1321
262	515
262	1457
262	919
262	913
376	311
376	213
376	1449
376	495
376	590
376	1126
376	62
376	1457
376	278
376	1602
760	641
760	46
760	551
760	635
760	620
760	1036
760	479
760	1025
760	1602
760	920
387	7
387	213
387	1466
387	635
387	622
387	2503
387	351
387	1353
387	391
387	732
812	492
812	201
812	641
812	147
812	70
812	114
812	3075
812	1199
812	333
812	156
395	141
395	1582
395	11
395	1277
395	1863
395	3286
395	1129
395	1457
395	62
395	919
654	913
654	201
654	3072
654	635
654	1983
654	3286
654	3073
654	3281
654	82
654	1281
579	1129
579	369
579	278
579	1277
579	430
579	590
579	62
579	1457
579	271
579	919
39	0
39	2044
39	886
39	320
39	1343
39	590
39	1016
39	1457
39	1843
39	1745
824	278
824	1511
824	1893
824	2135
824	620
824	3286
824	370
824	1449
824	1745
824	2217
268	492
268	2110
268	456
268	754
268	4016
268	114
268	139
268	1732
268	109
268	156
472	479
472	431
472	73
472	147
472	935
472	70
472	641
472	1199
472	3074
472	1302
775	29
775	185
775	63
775	635
775	70
775	3220
775	948
775	3281
775	1452
775	1011
608	29
608	1171
608	706
608	635
608	3286
608	620
608	50
608	624
608	156
608	454
233	333
233	218
233	104
233	1134
233	935
233	2216
233	1466
233	1199
233	1925
233	1281
920	73
920	46
920	244
920	3275
920	70
920	935
920	492
920	1199
920	479
920	156
523	227
523	821
523	0
523	243
523	1343
523	590
523	258
523	363
523	919
523	3072
237	73
237	848
237	492
237	754
237	935
237	70
237	3075
237	1732
237	1281
237	672
328	227
328	821
328	0
328	320
328	71
328	590
328	1374
328	1457
328	311
328	919
424	29
424	1058
424	1466
424	754
424	3286
424	4016
424	680
424	1025
424	1602
424	139
60	728
60	2110
60	1701
60	635
60	1161
60	114
60	3074
60	1732
60	73
60	156
598	913
598	721
598	7
598	635
598	55
598	3286
598	3073
598	1353
598	874
598	1281
306	1091
306	46
306	1893
306	1014
306	995
306	2942
306	485
306	1595
306	187
306	1621
842	29
842	185
842	77
842	1134
842	70
842	1036
842	63
842	3281
842	1452
842	1701
136	654
136	369
136	141
136	495
136	430
136	3286
136	1449
136	1310
136	798
136	919
256	3073
256	201
256	551
256	147
256	55
256	935
256	73
256	1732
256	3074
256	1302
803	29
803	218
803	1011
803	635
803	620
803	1036
803	728
803	3281
803	1745
803	551
361	62
361	403
361	631
361	408
361	430
361	590
361	913
361	1457
361	1745
361	886
610	139
610	185
610	3072
610	1134
610	430
610	935
610	485
610	3281
610	1452
610	501
488	479
488	2110
488	641
488	147
488	70
488	3220
488	3075
488	1199
488	333
488	156
215	843
215	721
215	682
215	635
215	1983
215	590
215	728
215	1199
215	1602
215	1701
104	479
104	504
104	641
104	147
104	70
104	935
104	3075
104	1199
104	333
104	156
905	641
905	431
905	672
905	936
905	935
905	1161
905	3074
905	1732
905	1281
905	492
804	682
804	213
804	53
804	28
804	622
804	3286
804	62
804	200
804	391
804	843
261	728
261	46
261	551
261	2760
261	3286
261	2216
261	1578
261	1025
261	156
261	791
106	29
106	2110
106	641
106	1134
106	1983
106	1036
106	920
106	1199
106	156
106	479
686	3072
686	721
686	728
686	3275
686	55
686	935
686	479
686	1732
686	1701
686	1302
321	1359
321	46
321	1688
321	635
321	620
321	1003
321	1091
321	3281
321	913
321	1602
161	920
161	46
161	1925
161	635
161	2216
161	3286
161	1578
161	3281
161	156
161	874
846	258
846	369
846	732
846	495
846	55
846	590
846	11
846	1199
846	3072
846	1281
89	641
89	529
89	479
89	147
89	620
89	114
89	1925
89	1199
89	1281
89	791
263	913
263	721
263	1139
263	686
263	55
263	3286
263	485
263	3281
263	95
263	1281
72	29
72	2550
72	73
72	1134
72	4016
72	3286
72	139
72	3281
72	728
72	1281
271	479
271	488
271	73
271	147
271	935
271	4016
271	139
271	1199
271	3074
271	1452
735	0
735	1438
735	270
735	408
735	1126
735	590
735	1410
735	172
735	919
735	78
501	1359
501	1511
501	571
501	635
501	1003
501	1149
501	1893
501	1595
501	1484
501	641
787	479
787	2110
787	333
787	147
787	70
787	114
787	672
787	1199
787	156
787	1925
389	492
389	504
389	3075
389	147
389	1983
389	935
389	1466
389	1199
389	1281
389	641
124	141
124	369
124	654
124	944
124	1321
124	3286
124	11
124	3281
124	798
124	1602
794	1466
794	2110
794	1578
794	754
794	70
794	3286
794	104
794	1199
794	1281
794	1023
441	73
441	2110
441	3074
441	147
441	935
441	1161
441	492
441	1732
441	210
441	1452
382	3074
382	431
382	479
382	147
382	1983
382	935
382	641
382	1199
382	3075
382	1303
721	913
721	821
721	641
721	635
721	1321
721	3868
721	1449
721	3281
721	1484
721	515
408	1466
408	488
408	682
408	1134
408	1036
408	4016
408	843
408	1199
408	156
408	641
145	62
145	821
145	920
145	3929
145	620
145	278
145	1353
145	2125
145	1745
145	4029
416	29
416	185
416	920
416	1134
416	620
416	1003
416	63
416	3281
416	1602
416	843
179	551
179	2108
179	139
179	936
179	3286
179	70
179	1925
179	3281
179	1281
179	1466
877	62
877	238
877	3072
877	944
877	590
877	1863
877	141
877	3281
877	11
877	1602
24	1368
24	529
24	920
24	635
24	1983
24	3286
24	641
24	1025
24	156
24	29
141	3251
141	721
141	515
141	635
141	55
141	3286
141	141
141	1310
141	732
141	1281
891	551
891	3781
891	677
891	635
891	1321
891	3286
891	1893
891	3041
891	2217
891	1484
319	3074
319	2110
319	492
319	754
319	935
319	70
319	210
319	1732
319	3075
319	156
3	227
3	2576
3	143
3	1277
3	71
3	590
3	2390
3	1457
3	886
3	919
434	843
434	238
434	7
434	635
434	55
434	590
434	19
434	1199
434	1602
434	95
125	1466
125	431
125	3075
125	754
125	70
125	114
125	333
125	1199
125	672
125	156
391	62
391	213
391	311
391	3929
391	620
391	2942
391	278
391	1353
391	1745
391	688
92	913
92	721
92	874
92	635
92	1321
92	3286
92	7
92	3281
92	1602
92	370
164	3072
164	369
164	1374
164	408
164	1863
164	590
164	1410
164	1457
164	143
164	919
670	227
670	3795
670	2009
670	3929
670	995
670	2060
670	311
670	1595
670	2036
670	911
137	19
137	721
137	3072
137	635
137	1983
137	935
137	843
137	1732
137	1281
137	43
220	1925
220	3781
220	682
220	754
220	935
220	1983
220	920
220	1199
220	1281
220	641
309	227
309	369
309	77
309	320
309	71
309	2942
309	1410
309	1199
309	1745
309	311
914	29
914	2110
914	63
914	635
914	58
914	1036
914	1011
914	3281
914	551
914	1281
94	73
94	431
94	492
94	936
94	58
94	114
94	551
94	3281
94	1281
94	333
707	73
707	2110
707	492
707	147
707	935
707	70
707	210
707	1732
707	672
707	156
348	219
348	1582
348	1374
348	320
348	71
348	590
348	143
348	1457
348	2390
348	3138
129	886
129	821
129	62
129	408
129	1863
129	3286
129	1374
129	1457
129	919
129	11
7	78
7	403
7	219
7	489
7	71
7	935
7	84
7	694
7	3094
7	3239
160	1701
160	721
160	728
160	635
160	935
160	4016
160	3073
160	1199
160	479
160	1303
248	11
248	721
248	913
248	635
248	1321
248	3286
248	874
248	1310
248	654
248	1281
247	3075
247	431
247	333
247	147
247	70
247	114
247	1199
247	210
247	1302
247	807
14	219
14	548
14	227
14	243
14	71
14	935
14	143
14	1457
14	919
14	19
354	1139
354	721
354	913
354	944
354	3286
354	1343
354	141
354	1310
354	1602
354	874
802	2009
802	930
802	3624
802	387
802	27
802	1410
802	3041
802	1504
802	391
802	2414
182	141
182	231
182	654
182	243
182	1863
182	935
182	219
182	1310
182	152
182	1745
592	485
592	821
592	1091
592	635
592	1926
592	3286
592	1449
592	1595
592	1745
592	1359
769	62
769	3781
769	1799
769	320
769	1151
769	1315
769	2847
769	1353
769	1927
769	2009
32	73
32	431
32	492
32	147
32	4016
32	114
32	139
32	1732
32	1281
32	3075
546	485
546	46
546	641
546	2135
546	620
546	3286
546	920
546	1199
546	874
546	1602
277	29
277	24
277	63
277	686
277	430
277	935
277	7
277	1199
277	11
277	1281
552	62
552	1582
552	1833
552	944
552	1863
552	590
552	839
552	1310
552	11
552	1602
11	73
11	201
11	210
11	936
11	4016
11	114
11	551
11	1732
11	3074
11	1302
310	479
310	2110
310	641
310	936
310	55
310	935
310	11
310	2502
310	1602
310	95
191	73
191	431
191	3074
191	936
191	4016
191	114
191	492
191	1732
191	210
191	1302
607	1449
607	369
607	143
607	1277
607	430
607	590
607	78
607	1457
607	1745
607	62
97	654
97	1761
97	798
97	1277
97	1863
97	590
97	753
97	1310
97	141
97	919
162	753
162	721
162	654
162	944
162	430
162	590
162	3072
162	1457
162	717
162	919
935	3251
935	1697
935	161
935	1134
935	3286
935	55
935	717
935	3281
935	63
935	1281
398	604
398	369
398	311
398	1277
398	1343
398	3286
398	204
398	363
398	919
398	1714
102	886
102	721
102	82
102	1277
102	1343
102	3286
102	613
102	1457
102	1602
102	732
810	839
810	1582
810	886
810	1277
810	1863
810	3286
810	62
810	1310
810	1745
810	1374
739	843
739	3781
739	682
739	754
739	620
739	935
739	1925
739	1025
739	156
739	50
296	84
296	902
296	219
296	243
296	2942
296	71
296	3094
296	14
296	152
296	3239
153	141
153	2110
153	654
153	1277
153	1863
153	2942
153	139
153	1310
153	49
153	1484
339	3075
339	1058
339	1925
339	3273
339	1983
339	641
339	1199
339	156
339	104
339	510
883	551
883	721
883	479
883	1133
883	55
883	935
883	3072
883	1732
883	1446
883	3138
320	29
320	46
320	728
320	296
320	3286
320	2800
320	73
320	3281
320	139
320	1452
266	654
266	108
266	161
266	3275
266	55
266	3286
266	717
266	1353
266	1452
266	1594
815	874
815	185
815	1359
815	635
815	1926
815	3286
815	1091
815	3281
815	706
815	1602
695	641
695	431
695	492
695	147
695	58
695	114
695	3075
695	1199
695	1281
695	333
666	732
666	369
666	3808
666	243
666	55
666	2503
666	196
666	1199
666	1302
666	3718
712	1129
712	821
712	839
712	1277
712	430
712	3286
712	1449
712	1457
712	1745
712	311
588	843
588	848
588	682
588	2760
588	935
588	2216
588	1466
588	1199
588	1281
588	333
728	311
728	721
728	1449
728	944
728	1863
728	3286
728	798
728	1457
728	62
728	1602
731	29
731	46
731	139
731	1134
731	3286
731	70
731	333
731	3281
731	551
731	1281
462	62
462	213
462	95
462	686
462	55
462	515
462	1353
462	1745
462	242
462	3251
795	3075
795	2110
795	333
795	754
795	70
795	114
795	1925
795	1199
795	1466
795	156
915	63
915	721
915	215
915	28
915	55
915	590
915	11
915	1732
915	1602
915	843
115	1129
115	403
115	1833
115	944
115	1863
115	3286
115	839
115	1310
115	1374
115	919
696	63
696	369
696	843
696	28
696	1983
696	420
696	216
696	1199
696	1602
696	0
324	73
324	201
324	3074
324	936
324	935
324	4016
324	492
324	1732
324	139
324	1452
352	29
352	431
352	551
352	1134
352	4016
352	114
352	139
352	3281
352	1281
352	1368
334	728
334	46
334	3073
334	3275
334	1161
334	3220
334	82
334	1732
334	1466
334	1452
33	73
33	848
33	641
33	147
33	1983
33	935
33	3074
33	1281
33	492
33	479
602	641
602	1511
602	1688
602	1134
602	620
602	3286
602	80
602	1199
602	1745
602	913
669	1466
669	1058
669	993
669	206
669	70
669	935
669	3074
669	1199
669	492
669	1302
278	82
278	46
278	479
278	3275
278	935
278	1161
278	551
278	1732
278	641
278	1303
128	311
128	213
128	1449
128	1277
128	1321
128	3286
128	143
128	1457
128	1745
128	3072
343	333
343	1058
343	920
343	2760
343	620
343	1036
343	1925
343	1025
343	156
343	680
626	11
626	238
626	215
626	3275
626	1161
626	935
626	3072
626	1732
626	1281
626	479
350	492
350	431
350	3075
350	147
350	935
350	58
350	479
350	1199
350	641
350	1303
38	219
38	231
38	227
38	1014
38	620
38	3286
38	372
38	624
38	311
38	1745
867	839
867	369
867	1833
867	495
867	1863
867	590
867	62
867	1457
867	1745
867	1410
800	141
800	369
800	1449
800	944
800	430
800	935
800	631
800	1310
800	798
800	1362
49	141
49	369
49	798
49	635
49	55
49	3286
49	753
49	1310
49	62
49	919
830	913
830	24
830	874
830	635
830	55
830	1036
830	333
830	3281
830	1602
830	29
457	913
457	3781
457	1011
457	635
457	620
457	3286
457	29
457	3281
457	1484
457	63
744	141
744	1582
744	654
744	1277
744	1863
744	590
744	0
744	1457
744	258
744	1745
454	219
454	369
454	227
454	320
454	430
454	590
454	258
454	172
454	0
454	1745
206	551
206	201
206	73
206	754
206	70
206	3220
206	3074
206	1732
206	1302
206	492
613	1011
613	46
613	479
613	1134
613	70
613	641
613	1199
613	333
613	1281
613	1368
619	3072
619	721
619	479
619	936
619	935
619	1161
619	728
619	1199
619	641
619	43
938	843
938	821
938	641
938	2135
938	3286
938	4016
938	29
938	3281
938	1091
938	1281
239	3074
239	3795
239	492
239	1134
239	4016
239	114
239	139
239	3281
239	4017
239	156
575	3072
575	238
575	141
575	686
575	1863
575	3286
575	654
575	1310
575	515
575	919
166	1925
166	431
166	680
166	1134
166	620
166	935
166	1578
166	1199
166	1281
166	641
31	219
31	821
31	227
31	383
31	1343
31	590
31	143
31	1310
31	221
31	886
467	1129
467	1582
467	372
467	408
467	72
467	935
467	143
467	694
467	196
467	221
345	515
345	108
345	913
345	635
345	55
345	3286
345	874
345	3281
345	1602
345	732
849	11
849	721
849	654
849	686
849	55
849	3286
849	141
849	3281
849	485
849	1281
831	3074
831	201
831	210
831	936
831	4016
831	114
831	73
831	2502
831	492
831	1452
567	551
567	46
567	73
567	754
567	58
567	114
567	1368
567	1025
567	1602
567	843
506	3074
506	2110
506	210
506	147
506	4016
506	114
506	492
506	1732
506	456
506	1452
730	641
730	431
730	479
730	147
730	935
730	70
730	3075
730	1199
730	1368
730	156
213	227
213	2576
213	258
213	408
213	1126
213	590
213	0
213	1457
213	919
213	197
624	843
624	431
624	479
624	147
624	1983
624	114
624	3074
624	1199
624	333
624	156
536	1466
536	848
536	641
536	754
536	1983
536	1036
536	1925
536	1025
536	1281
536	791
481	73
481	46
481	551
481	635
481	3286
481	70
481	1925
481	3281
481	139
481	156
852	77
852	821
852	311
852	944
852	2800
852	590
852	2125
852	1310
852	1452
852	3251
514	479
514	46
514	641
514	3275
514	1983
514	935
514	672
514	1732
514	1302
514	210
107	278
107	213
107	733
107	944
107	1321
107	3286
107	717
107	1310
107	1745
107	798
156	73
156	2110
156	3074
156	754
156	70
156	3220
156	492
156	363
156	3075
156	156
77	215
77	46
77	728
77	3275
77	935
77	1161
77	1701
77	1199
77	1466
77	1452
690	333
690	431
690	1368
690	754
690	58
690	3220
690	641
690	1199
690	1925
690	2043
83	1410
83	671
83	271
83	165
83	1321
83	3286
83	311
83	363
83	143
83	919
928	29
928	108
928	1011
928	635
928	70
928	114
928	1701
928	3281
928	1602
928	63
449	913
449	721
449	95
449	686
449	1321
449	3286
449	654
449	1353
449	242
449	1281
146	311
146	369
146	1449
146	495
146	430
146	590
146	3072
146	1310
146	654
146	1602
1	0
1	201
1	63
1	754
1	70
1	935
1	29
1	1199
1	682
1	1281
643	3072
643	721
643	551
643	3275
643	55
643	114
643	1121
643	1732
643	25
643	641
98	843
98	173
98	728
98	754
98	55
98	114
98	11
98	1199
98	1302
98	19
563	82
563	46
563	479
563	3275
563	935
563	1161
563	417
563	1732
563	1112
563	4094
615	479
615	721
615	3072
615	3275
615	55
615	935
615	82
615	1199
615	551
615	1303
254	3074
254	431
254	492
254	754
254	70
254	114
254	551
254	1732
254	3075
254	156
759	3074
759	431
759	993
759	2760
759	1983
759	935
759	333
759	1199
759	1302
759	3075
258	7
258	721
258	29
258	1134
258	55
258	935
258	242
258	1353
258	3073
258	1452
453	492
453	201
453	3074
453	635
453	55
453	3286
453	3075
453	3281
453	1452
453	63
135	1833
135	671
135	1449
135	320
135	1343
135	3286
135	1374
135	1457
135	11
135	919
637	333
637	431
637	1368
637	147
637	935
637	58
637	1925
637	1199
637	1112
637	96
365	141
365	213
365	654
365	686
365	430
365	3286
365	798
365	1310
365	95
365	919
726	3075
726	431
726	333
726	147
726	58
726	114
726	1925
726	1199
726	1368
726	1303
814	913
814	238
814	874
814	3275
814	55
814	242
814	3281
814	485
814	1281
814	215
246	641
246	2110
246	479
246	754
246	935
246	70
246	551
246	1199
246	73
246	1302
419	3074
419	201
419	1466
419	635
419	935
419	4016
419	479
419	1199
419	641
419	623
820	215
820	721
820	1466
820	936
820	55
820	935
820	948
820	2502
820	1281
820	82
517	1091
517	3781
517	1490
517	2584
517	1151
517	3392
517	2036
517	1197
517	1090
517	539
198	874
198	201
198	29
198	635
198	4016
198	3286
198	63
198	3281
198	1011
198	1452
936	3074
936	529
936	3075
936	147
936	70
936	3220
936	333
936	1199
936	672
936	156
326	227
326	1919
326	543
326	320
326	71
326	935
326	2032
326	363
326	919
326	1449
811	29
811	2110
811	215
811	635
811	4016
811	3220
811	63
811	1199
811	1281
811	3073
370	210
370	2110
370	551
370	754
370	4016
370	114
370	1466
370	3281
370	1281
370	672
48	29
48	721
48	242
48	635
48	55
48	935
48	215
48	2502
48	1452
48	1701
505	141
505	213
505	798
505	944
505	1321
505	590
505	1129
505	1310
505	1602
505	913
548	63
548	185
548	29
548	635
548	4016
548	935
548	3251
548	1310
548	1701
548	1281
832	3072
832	369
832	11
832	635
832	430
832	935
832	913
832	1310
832	141
832	1281
880	29
880	46
880	551
880	2760
880	70
880	1036
880	672
880	1025
880	139
880	1281
937	62
937	238
937	1129
937	635
937	590
937	55
937	11
937	1310
937	3072
937	1602
234	11
234	238
234	29
234	686
234	935
234	1863
234	948
234	1353
234	3072
234	1302
355	3073
355	46
355	73
355	3275
355	935
355	4016
355	948
355	1732
355	1452
355	77
932	1129
932	369
932	62
932	635
932	1321
932	3286
932	3072
932	1457
932	515
932	1602
617	62
617	721
617	3073
617	495
617	590
617	1863
617	631
617	363
617	515
617	1602
15	227
15	403
15	258
15	243
15	71
15	935
15	0
15	14
15	1843
15	1745
61	215
61	238
61	11
61	3275
61	1161
61	935
61	728
61	1199
61	1281
61	3072
438	641
438	431
438	73
438	147
438	935
438	70
438	333
438	1199
438	1281
438	672
407	641
407	2110
407	551
407	2760
407	58
407	1036
407	479
407	1199
407	1925
407	156
756	641
756	46
756	920
756	1134
756	1983
756	1036
756	479
756	1199
756	1602
