user_id	item_id	rank	score
1	439	1	5.8163624
1	672	2	5.1968336
1	4	3	5.1896577
1	4017	4	4.998634
1	109	5	4.973726
1	936	6	4.9486594
1	4029	7	4.8477907
1	353	8	4.828693
1	1341	9	4.7681375
1	4020	10	4.707654
2	439	1	5.2127657
2	353	2	4.8651824
2	58	3	4.8489084
2	393	4	4.813452
2	3273	5	4.569689
2	672	6	4.527954
2	1091	7	4.4022737
2	1341	8	4.3358526
2	1066	9	4.3113437
2	4029	10	4.310071
3	485	1	4.6620646
3	369	2	4.6201477
3	73	3	4.4636526
3	82	4	4.392664
3	213	5	4.3181167
3	24	6	4.0549393
3	732	7	3.7539737
3	391	8	3.7320008
3	149	9	3.583162
3	185	10	3.5106413
4	172	1	4.643108
4	322	2	4.3259315
4	80	3	4.281869
4	41	4	4.0468016
4	45	5	3.9201984
4	993	6	3.815414
4	3251	7	3.486057
4	2125	8	3.3020113
4	3307	9	3.1359923
4	277	10	3.133935
5	735	1	4.7669163
5	1868	2	4.6268177
5	1234	3	4.402028
5	1697	4	4.3443136
5	2628	5	4.1151857
5	515	6	4.0632143
5	823	7	4.0263357
5	920	8	3.731378
5	201	9	3.6386793
5	913	10	3.63165
6	860	1	3.2941492
6	389	2	3.073608
6	252	3	3.0675411
6	3307	4	2.739913
6	1406	5	2.6990752
6	2125	6	2.6279235
6	90	7	2.6033683
6	3251	8	2.4420507
6	914	9	2.4311776
6	1511	10	2.3876364
7	108	1	3.9303148
7	1449	2	3.7723927
7	864	3	3.7481585
7	622	4	3.7181697
7	3074	5	3.5945246
7	492	6	3.588015
7	895	7	3.5303936
7	238	8	3.4945352
7	369	9	3.350541
7	1114	10	3.3299046
8	45	1	3.4155078
8	1672	2	3.237599
8	3307	3	2.9176886
8	1112	4	2.8981044
8	1594	5	2.818142
8	1111	6	2.6915965
8	1103	7	2.5907564
8	993	8	2.4710193
8	535	9	2.3621283
8	995	10	2.3495836
9	4029	1	5.2195716
9	109	2	5.1605997
9	353	3	5.007365
9	58	4	5.001176
9	936	5	4.980748
9	4020	6	4.9318624
9	1594	7	4.7093253
9	1066	8	4.5733013
9	3273	9	4.526158
9	1091	10	4.4928303
11	44	1	4.4001255
11	172	2	4.393919
11	80	3	4.1717396
11	322	4	3.8703716
11	3251	5	3.7719417
11	41	6	3.7208533
11	2125	7	3.6652958
11	45	8	3.6305032
11	985	9	3.6250143
11	993	10	3.5387468
12	1672	1	4.6728926
12	2125	2	3.4627151
12	3251	3	3.4448457
12	3795	4	3.1908379
12	985	5	3.074326
12	2217	6	2.843433
12	530	7	2.7065005
12	1926	8	2.6338887
12	252	9	2.6196554
12	1263	10	2.5945249
14	1868	1	5.142841
14	1697	2	4.633642
14	1648	3	4.0412817
14	732	4	4.0056148
14	580	5	3.977067
14	391	6	3.895659
14	192	7	3.8947337
14	2576	8	3.8024535
14	489	9	3.7683299
14	1411	10	3.7414737
15	185	1	4.221382
15	1701	2	4.153631
15	1693	3	3.9084034
15	580	4	3.856907
15	515	5	3.7401063
15	920	6	3.530004
15	913	7	3.4286654
15	201	8	3.4129653
15	1023	9	3.3865466
15	982	10	3.2588434
16	4021	1	3.6922066
16	389	2	3.5945733
16	45	3	3.3041353
16	3251	4	3.0936258
16	2125	5	3.0057406
16	1134	6	2.7504532
16	530	7	2.7442584
16	1263	8	2.7225845
16	163	9	2.409112
16	3795	10	2.385466
17	1868	1	4.666026
17	185	2	4.298106
17	1697	3	4.284753
17	1701	4	4.2533565
17	2628	5	4.17017
17	1693	6	4.0186167
17	823	7	3.9745767
17	515	8	3.8474667
17	920	9	3.7277644
17	913	10	3.7136211
18	44	1	4.373479
18	322	2	4.0328364
18	3251	3	3.9651859
18	2125	4	3.8515425
18	41	5	3.6395094
18	993	6	3.5400481
18	45	7	3.523378
18	985	8	3.2412171
18	1926	9	3.213826
18	3795	10	3.0724778
19	149	1	3.4289334
19	304	2	3.1763177
19	185	3	3.1158364
19	1016	4	3.0978992
19	1701	5	3.004898
19	379	6	2.980762
19	1693	7	2.9226608
19	823	8	2.9170299
19	4	9	2.8977332
19	2449	10	2.8756833
20	1701	1	3.4612162
20	823	2	3.23481
20	1693	3	3.182563
20	515	4	3.1515923
20	371	5	3.0663612
20	920	6	3.0102906
20	2449	7	3.009464
20	304	8	2.980219
20	3017	9	2.9634006
20	913	10	2.8847013
21	1023	1	4.430727
21	330	2	4.3660755
21	905	3	4.3064528
21	454	4	4.2373714
21	614	5	4.2180185
21	672	6	4.136731
21	393	7	4.081641
21	4029	8	4.0757217
21	488	9	4.051613
21	874	10	4.0256433
22	510	1	4.116767
22	1672	2	3.9499073
22	1112	3	3.9111717
22	172	4	3.7892725
22	80	5	3.578447
22	44	6	3.4558463
22	322	7	3.3524384
22	45	8	3.3498602
22	993	9	3.0959148
22	41	10	3.0751653
23	1697	1	4.7920914
23	1648	2	4.435711
23	1449	3	4.2620463
23	192	4	4.2076902
23	238	5	4.107233
23	534	6	4.0971713
23	1411	7	4.085205
23	580	8	4.056082
23	489	9	4.0277677
23	895	10	3.9669757
24	322	1	4.67482
24	45	2	4.1627254
24	41	3	4.078485
24	1983	4	3.8734896
24	993	5	3.7819645
24	3795	6	3.758409
24	914	7	3.741661
24	4021	8	3.5988526
24	860	9	3.578824
24	3307	10	3.5263124
25	44	1	4.16185
25	1112	2	4.0547466
25	41	3	3.5368724
25	389	4	3.5098937
25	45	5	3.4156156
25	2125	6	3.2101364
25	993	7	3.1606503
25	3251	8	3.0901573
25	3795	9	3.04073
25	914	10	2.9612708
26	90	1	2.8045971
26	163	2	2.730455
26	2217	3	2.3421385
26	1406	4	2.267074
26	2125	5	2.2520666
26	318	6	2.24306
26	595	7	2.11133
26	914	8	2.103806
26	3251	9	2.088457
26	1791	10	2.026203
27	1594	1	4.408433
27	77	2	4.265971
27	172	3	4.100582
27	44	4	4.063656
27	80	5	3.8135805
27	322	6	3.646414
27	1983	7	3.6360655
27	41	8	3.5686016
27	45	9	3.5050845
27	4021	10	3.3948615
28	936	1	5.52131
28	353	2	5.42328
28	3273	3	5.0727124
28	1594	4	5.051118
28	1341	5	4.8049216
28	77	6	4.7220106
28	1672	7	4.6870103
28	1359	8	4.5864177
28	1112	9	4.4037504
28	510	10	4.3729167
29	172	1	4.1999197
29	322	2	4.045929
29	80	3	3.8747869
29	993	4	3.7323942
29	45	5	3.6809964
29	985	6	3.2464836
29	1263	7	2.934103
29	389	8	2.914585
29	277	9	2.89684
29	530	10	2.8312988
30	1411	1	4.336781
30	485	2	3.9724078
30	73	3	3.8205867
30	82	4	3.7143512
30	1114	5	3.6149793
30	945	6	3.5539398
30	213	7	3.5426652
30	2449	8	3.5006638
30	1016	9	3.486309
30	3017	10	3.3510618
31	489	1	3.281561
31	1693	2	3.2235606
31	2576	3	3.1291423
31	920	4	2.9145699
31	692	5	2.8114395
31	1408	6	2.7733533
31	204	7	2.7690895
31	613	8	2.756849
31	913	9	2.7242055
31	304	10	2.690896
32	80	1	4.535472
32	44	2	4.5105886
32	389	3	4.4377146
32	322	4	4.2282877
32	3251	5	4.0452614
32	2125	6	3.9008114
32	41	7	3.8411355
32	45	8	3.7097683
32	993	9	3.6871982
32	985	10	3.313645
33	936	1	4.0958986
33	80	2	3.6535003
33	4020	3	3.5653312
33	1594	4	3.3265014
33	77	5	2.9785502
33	1263	6	2.8262568
33	1572	7	2.7071908
33	1983	8	2.6246872
33	90	9	2.4678643
33	4021	10	2.3961656
34	3086	1	4.7778
34	1071	2	4.725421
34	1761	3	4.6567125
34	2032	4	4.5705347
34	601	5	4.5431023
34	2093	6	4.5051017
34	579	7	4.503913
34	1132	8	4.3880496
34	237	9	4.3778396
34	148	10	4.3305078
35	1341	1	5.115054
35	1672	2	4.665576
35	510	3	4.6256084
35	1112	4	4.472962
35	3781	5	4.3667145
35	44	6	4.158619
35	172	7	4.1310806
35	80	8	4.0829506
35	147	9	4.027177
35	1139	10	4.0210466
36	1594	1	3.4628568
36	77	2	3.2589812
36	985	3	3.1639953
36	530	4	2.6965175
36	277	5	2.5928648
36	1263	6	2.5841432
36	1688	7	2.436448
36	2069	8	2.3800175
36	1406	9	2.3699708
36	2503	10	2.3678558
37	1672	1	3.7184608
37	44	2	3.522707
37	41	3	3.0833678
37	943	4	3.035378
37	1503	5	3.031021
37	1112	6	3.002026
37	936	7	2.8977537
37	1090	8	2.8961837
37	1694	9	2.8879204
37	2036	10	2.8524063
38	1672	1	3.5048165
38	77	2	3.373899
38	1112	3	3.2371168
38	993	4	3.0322726
38	4021	5	2.9647572
38	1983	6	2.9300194
38	860	7	2.7562473
38	389	8	2.4627776
38	2125	9	2.3272448
38	571	10	2.284806
39	732	1	3.4213145
39	391	2	3.2306435
39	185	3	3.0228944
39	4	4	2.8761642
39	1701	5	2.8300734
39	692	6	2.8282468
39	403	7	2.7102666
39	823	8	2.7056012
39	1526	9	2.6388528
39	1332	10	2.565399
40	3781	1	4.917343
40	1672	2	4.8046083
40	172	3	4.557037
40	1112	4	4.505328
40	80	5	4.476467
40	44	6	4.425503
40	322	7	4.1796274
40	3251	8	3.7225962
40	41	9	3.7146132
40	45	10	3.666829
41	735	1	4.693106
41	1868	2	4.6573467
41	1234	3	4.3804984
41	185	4	4.3575497
41	1697	5	4.3232327
41	2628	6	4.127715
41	515	7	3.9796753
41	823	8	3.8262324
41	920	9	3.6028862
41	1411	10	3.5772843
42	510	1	3.6933873
42	172	2	3.467192
42	1083	3	3.3366284
42	147	4	3.2982392
42	80	5	3.2676816
42	948	6	3.0916493
42	1854	7	3.0888667
42	41	8	3.0863597
42	322	9	3.06594
42	985	10	2.9965549
43	1672	1	4.3037767
43	1983	2	4.193743
43	4021	3	3.9821427
43	80	4	3.9627311
43	860	5	3.8732285
43	322	6	3.794829
43	44	7	3.789061
43	389	8	3.7157667
43	3251	9	3.3371556
43	45	10	3.3287244
44	510	1	4.13714
44	3781	2	3.9517584
44	1672	3	3.86377
44	80	4	3.7860913
44	1112	5	3.7174263
44	172	6	3.542355
44	44	7	3.4448185
44	322	8	3.3010314
44	405	9	3.286324
44	143	10	3.2749043
45	1672	1	4.806431
45	44	2	4.489928
45	1112	3	4.4660134
45	45	4	4.0664587
45	41	5	3.942382
45	1983	6	3.8125725
45	993	7	3.796906
45	4021	8	3.5857964
45	860	9	3.5010843
45	3307	10	3.4035585
47	622	1	4.473312
47	108	2	4.471487
47	864	3	4.4412675
47	238	4	4.3372164
47	895	5	4.3216496
47	3072	6	4.228486
47	1449	7	4.200879
47	492	8	4.1964765
47	3074	9	4.162324
47	19	10	4.0155888
48	1341	1	4.2877007
48	3781	2	3.9028583
48	3273	3	3.8097005
48	510	4	3.7368767
48	1359	5	3.7331502
48	948	6	3.508732
48	798	7	3.5011241
48	44	8	3.442872
48	172	9	3.441046
48	405	10	3.4370217
49	735	1	5.216973
49	1868	2	5.077248
49	1234	3	4.751984
49	1697	4	4.725187
49	2628	5	4.5991282
49	185	6	4.0058565
49	1411	7	3.9980218
49	1701	8	3.9347296
49	1648	9	3.9009118
49	192	10	3.8607526
50	936	1	3.9831202
50	109	2	3.118499
50	1594	3	2.9108913
50	4020	4	2.8538542
50	77	5	2.676974
50	704	6	2.6639962
50	571	7	2.655347
50	1032	8	2.5771806
50	318	9	2.3369467
50	677	10	2.3230147
51	3307	1	3.1540823
51	1263	2	2.796454
51	318	3	2.1217823
51	3795	4	2.0862126
51	1854	5	2.0816832
51	1083	6	2.0472078
51	141	7	2.0433815
51	2217	8	2.035828
51	405	9	2.033162
51	1321	10	2.024403
52	732	1	4.683346
52	391	2	4.577119
52	185	3	4.3659725
52	1701	4	4.3003597
52	4	5	4.0890646
52	1693	6	4.0419865
52	515	7	3.9208896
52	823	8	3.9078581
52	920	9	3.8065386
52	1411	10	3.7395508
53	369	1	4.550963
53	73	2	4.260488
53	485	3	4.2448597
53	82	4	4.0665927
53	213	5	4.03644
53	304	6	3.659598
53	1114	7	3.6380641
53	3017	8	3.527687
53	732	9	3.5076094
53	627	10	3.4350975
54	149	1	4.0415845
54	1701	2	3.7413864
54	185	3	3.7055159
54	4	4	3.5447068
54	823	5	3.516409
54	515	6	3.331212
54	920	7	3.1622915
54	913	8	3.157724
54	201	9	2.9223444
54	1023	10	2.915327
55	1341	1	5.516385
55	3781	2	4.9574585
55	1359	3	4.8843036
55	510	4	4.836343
55	1672	5	4.801711
55	389	6	4.7795186
55	1112	7	4.7077546
55	44	8	4.5624905
55	3251	9	4.509532
55	172	10	4.4170876
56	735	1	4.5306525
56	148	2	4.522525
56	589	3	4.509031
56	1868	4	4.494919
56	1234	5	4.285134
56	185	6	4.276573
56	1697	7	4.1495485
56	2628	8	4.121028
56	1411	9	4.0546985
56	823	10	3.7388608
57	45	1	3.7843792
57	3307	2	3.139554
57	3251	3	2.9605818
57	3795	4	2.811826
57	252	5	2.5448704
57	90	6	2.4599
57	1511	7	2.3953567
57	2217	8	2.3879857
57	914	9	2.2780716
57	1926	10	2.2391467
58	1594	1	2.8762903
58	77	2	2.5530603
58	277	3	2.4615598
58	90	4	2.3199687
58	1511	5	2.2625203
58	914	6	2.25743
58	704	7	2.181302
58	1406	8	2.1073961
58	625	9	2.0406938
58	3275	10	2.0377903
60	510	1	4.748499
60	389	2	4.704863
60	1672	3	4.663331
60	3251	4	4.529994
60	3781	5	4.504286
60	1112	6	4.3115573
60	2125	7	4.288008
60	80	8	4.1320133
60	172	9	4.0984044
60	44	10	4.025047
61	3074	1	4.6553564
61	439	2	4.5943403
61	73	3	4.3310366
61	215	4	4.1015263
61	168	5	4.062557
61	4017	6	3.9825284
61	1313	7	3.9798832
61	201	8	3.9643934
61	672	9	3.9259195
61	109	10	3.9133344
62	1112	1	4.0917196
62	44	2	3.9130306
62	389	3	3.7484107
62	3251	4	3.3998806
62	45	5	3.2829552
62	993	6	3.2387953
62	2125	7	3.2314665
62	41	8	3.1457746
62	985	9	2.9591575
62	3307	10	2.7615323
64	185	1	4.06485
64	823	2	3.685725
64	515	3	3.4613633
64	920	4	3.4344282
64	1023	5	3.2351015
64	304	6	3.107982
64	913	7	3.0998893
64	201	8	3.0779762
64	982	9	2.9864655
64	3017	10	2.9664311
65	3017	1	3.277365
65	1114	2	3.1198602
65	82	3	3.09796
65	485	4	3.0626926
65	2449	5	2.915123
65	304	6	2.9010715
65	692	7	2.881041
65	213	8	2.8499117
65	4016	9	2.8371742
65	1004	10	2.7846687
66	172	1	3.5503726
66	80	2	3.4534683
66	322	3	3.3309555
66	2125	4	2.9048533
66	993	5	2.897446
66	45	6	2.8820562
66	1926	7	2.5817957
66	3795	8	2.49606
66	3307	9	2.3966944
66	1134	10	2.3696666
67	485	1	4.1879377
67	732	2	3.6222708
67	391	3	3.5917528
67	149	4	3.2874274
67	185	5	3.2236104
67	4	6	2.9537954
67	304	7	2.9347975
67	1701	8	2.9271183
67	692	9	2.9067454
67	1693	10	2.9011924
68	735	1	5.2374315
68	485	2	5.1502357
68	1868	3	5.065744
68	148	4	5.031145
68	213	5	4.78977
68	1234	6	4.7690725
68	1697	7	4.7185726
68	2628	8	4.560151
68	732	9	4.467558
68	391	10	4.449245
69	454	1	5.248805
69	905	2	5.1511917
69	456	3	5.0295258
69	330	4	5.022545
69	58	5	4.9069567
69	806	6	4.898942
69	430	7	4.8381414
69	439	8	4.824251
69	680	9	4.7714267
69	50	10	4.7698793
70	1983	1	3.025097
70	3307	2	2.8458433
70	1511	3	2.6549153
70	860	4	2.6518412
70	389	5	2.6174479
70	4021	6	2.4462295
70	1263	7	2.3852525
70	3795	8	2.322907
70	2217	9	2.3092716
70	530	10	2.2000864
71	372	1	4.441109
71	11	2	4.2691097
71	682	3	4.249613
71	456	4	4.2219367
71	2110	5	4.1845913
71	242	6	4.0593195
71	3718	7	4.0323915
71	231	8	3.904911
71	53	9	3.842416
71	3074	10	3.8250184
72	44	1	4.9677496
72	1983	2	4.770068
72	45	3	4.2409472
72	41	4	4.206075
72	389	5	4.1663938
72	993	6	4.1091104
72	3251	7	3.7270303
72	2125	8	3.6756258
72	985	9	3.4790916
72	3307	10	3.4576373
73	735	1	4.362275
73	589	2	4.3136497
73	34	3	4.2064962
73	148	4	4.1777773
73	1910	5	4.176354
73	1697	6	4.1681204
73	1234	7	4.1432157
73	920	8	4.0817685
73	1868	9	4.0131283
73	1011	10	3.8293202
74	920	1	4.764778
74	201	2	4.5486875
74	735	3	4.523121
74	1023	4	4.457858
74	1011	5	4.4417696
74	1868	6	4.3622885
74	1697	7	4.282487
74	1234	8	4.172592
74	184	9	4.1166883
74	123	10	4.106986
75	589	1	4.440963
75	1868	2	4.3880386
75	735	3	4.354099
75	1910	4	4.3049974
75	148	5	4.186156
75	1234	6	4.094427
75	1697	7	3.9683008
75	383	8	3.9458482
75	2628	9	3.8483906
75	1023	10	3.3243904
76	1983	1	4.193452
76	4021	2	4.023799
76	389	3	4.015199
76	1672	4	3.9495902
76	3251	5	3.9421134
76	860	6	3.8677096
76	1341	7	3.6297972
76	2125	8	3.597247
76	1112	9	3.5168705
76	3781	10	3.376522
77	672	1	5.0687094
77	393	2	5.025713
77	58	3	4.963001
77	353	4	4.915626
77	4029	5	4.772386
77	936	6	4.7097225
77	109	7	4.6900754
77	4020	8	4.6848545
77	3273	9	4.5476217
77	1066	10	4.4840117
78	1672	1	4.1819353
78	1112	2	3.821383
78	1090	3	3.0155349
78	2216	4	2.8168445
78	423	5	2.7367969
78	1594	6	2.7333255
78	4020	7	2.729393
78	1029	8	2.7165093
78	1111	9	2.7121158
78	191	10	2.6865683
79	44	1	4.402765
79	172	2	4.319385
79	80	3	4.1425314
79	322	4	3.864736
79	993	5	3.7342675
79	41	6	3.6383586
79	45	7	3.5371046
79	985	8	3.2689624
79	3307	9	3.2073674
79	1139	10	3.2032387
80	1672	1	5.0886526
80	44	2	4.9545574
80	80	3	4.7886257
80	322	4	4.516987
80	1983	5	4.2396555
80	41	6	4.1979604
80	45	7	4.1512966
80	4021	8	3.9726887
80	993	9	3.9599047
80	860	10	3.8651736
81	44	1	4.5446997
81	322	2	4.291696
81	389	3	4.008151
81	41	4	3.774471
81	45	5	3.7688751
81	2125	6	3.5307424
81	3251	7	3.5217326
81	993	8	3.4917965
81	985	9	3.2322977
81	3795	10	3.0494716
82	172	1	4.791078
82	322	2	4.4191637
82	1983	3	4.093298
82	41	4	4.018946
82	993	5	3.6836948
82	389	6	3.5518644
82	985	7	3.3541436
82	3307	8	3.2243772
82	914	9	3.0649896
82	2125	10	3.0278854
83	192	1	3.7747726
83	920	2	3.450809
83	489	3	3.3777702
83	2576	4	3.337713
83	201	5	3.2671542
83	913	6	3.1858988
83	534	7	3.1325116
83	1023	8	3.1059883
83	123	9	3.062457
83	580	10	3.0574515
84	185	1	4.339313
84	149	2	4.1536183
84	1701	3	4.071441
84	944	4	4.05429
84	1132	5	3.9975402
84	589	6	3.9854841
84	1693	7	3.9813879
84	735	8	3.9601803
84	1868	9	3.9589887
84	148	10	3.9584208
85	1341	1	5.20039
85	3273	2	5.159272
85	1672	3	5.1359224
85	1359	4	4.9076147
85	3781	5	4.7012367
85	510	6	4.6466093
85	1112	7	4.618997
85	44	8	4.5210266
85	172	9	4.4997787
85	1594	10	4.4726896
86	454	1	4.6784506
86	905	2	4.626003
86	680	3	4.5697308
86	393	4	4.5520906
86	539	5	4.5356135
86	1578	6	4.4433346
86	58	7	4.416526
86	721	8	4.357961
86	791	9	4.2751913
86	1341	10	4.2259145
87	1648	1	4.5025063
87	489	2	4.225313
87	1411	3	4.1429214
87	2576	4	4.037197
87	213	5	3.7549396
87	82	6	3.7135088
87	945	7	3.2654233
87	1114	8	3.2597847
87	732	9	3.2542615
87	1016	10	3.233975
88	735	1	5.0564213
88	1868	2	4.885484
88	2628	3	4.454607
88	1411	4	4.0138917
88	920	5	3.8033295
88	1648	6	3.790935
88	913	7	3.7558866
88	192	8	3.737599
88	201	9	3.7256186
88	1023	10	3.6221876
89	4021	1	4.0036798
89	860	2	3.7877576
89	389	3	3.6821053
89	985	4	3.3752742
89	2125	5	3.29423
89	3251	6	3.170814
89	3307	7	3.1429715
89	914	8	3.0785832
89	1511	9	3.0223489
89	2217	10	2.9313276
90	993	1	3.338704
90	936	2	3.194449
90	1261	3	2.9462962
90	305	4	2.8394003
90	4020	5	2.8139737
90	985	6	2.7269664
90	420	7	2.7112224
90	1058	8	2.6016226
90	1263	9	2.5889668
90	1525	10	2.5406928
91	172	1	4.2887154
91	80	2	4.150795
91	44	3	4.1441083
91	322	4	4.0134764
91	41	5	3.465191
91	45	6	3.4178424
91	993	7	3.4037092
91	985	8	3.2112164
91	147	9	3.078268
91	1083	10	3.062327
92	353	1	5.473299
92	1341	2	5.145042
92	3273	3	5.0651402
92	1066	4	5.0236006
92	1983	5	4.880172
92	1359	6	4.71031
92	510	7	4.5846443
92	1672	8	4.5654483
92	3781	9	4.524993
92	389	10	4.45803
93	389	1	4.141021
93	45	2	3.8699493
93	3251	3	3.6953087
93	993	4	3.6544328
93	2125	5	3.6494608
93	985	6	3.4594717
93	3307	7	3.060266
93	3795	8	3.0013697
93	1926	9	2.8757262
93	277	10	2.835986
94	172	1	4.0750556
94	44	2	4.0408564
94	3251	3	3.6974554
94	322	4	3.6373816
94	2125	5	3.553423
94	45	6	3.483543
94	41	7	3.3191795
94	993	8	3.1963127
94	3307	9	2.8718433
94	985	10	2.863173
95	82	1	4.1554294
95	485	2	4.126607
95	213	3	4.0735493
95	304	4	3.9429493
95	1526	5	3.5769658
95	14	6	3.5301037
95	1332	7	3.4829516
95	732	8	3.4615366
95	692	9	3.4406033
95	391	10	3.3655424
96	985	1	3.427103
96	3307	2	3.3725
96	3795	3	3.336806
96	3251	4	3.2547593
96	2217	5	3.0727413
96	914	6	3.053096
96	90	7	2.9577003
96	530	8	2.9458375
96	1511	9	2.8930693
96	277	10	2.8768375
97	485	1	3.7285628
97	2449	2	3.459702
97	1411	3	3.3584242
97	1114	4	3.214441
97	82	5	3.1507134
97	371	6	3.084837
97	3017	7	3.039928
97	945	8	3.0151625
97	732	9	2.9615407
97	1332	10	2.9078019
98	3273	1	4.0825715
98	1341	2	4.07272
98	1112	3	4.038036
98	3781	4	3.8208995
98	4029	5	3.738315
98	172	6	3.5839639
98	44	7	3.5273247
98	510	8	3.511412
98	322	9	3.4950802
98	4020	10	3.3232183
99	485	1	3.6226997
99	73	2	3.5033956
99	82	3	3.4356132
99	213	4	3.2962186
99	3017	5	3.2357795
99	304	6	3.1845112
99	1332	7	3.181617
99	24	8	3.1651359
99	1689	9	3.057683
99	627	10	3.0454602
100	201	1	4.271935
100	728	2	3.9487143
100	63	3	3.947587
100	1466	4	3.9184031
100	123	5	3.8846073
100	672	6	3.8717194
100	82	7	3.8555813
100	1701	8	3.8096142
100	1693	9	3.7960982
100	504	10	3.764841
101	3251	1	4.210205
101	2125	2	3.9712875
101	44	3	3.9018946
101	322	4	3.69883
101	1926	5	3.4453473
101	1139	6	3.3425562
101	41	7	3.2800698
101	147	8	3.2769928
101	993	9	3.269723
101	1083	10	3.266518
102	580	1	3.744712
102	534	2	3.6542468
102	1023	3	3.2017589
102	1011	4	3.0384538
102	123	5	2.936926
102	304	6	2.8424788
102	3017	7	2.7611318
102	945	8	2.7390194
102	204	9	2.738565
102	215	10	2.7194443
103	735	1	5.0791254
103	589	2	5.013047
103	1868	3	5.0034
103	369	4	4.9506826
103	73	5	4.6603365
103	1234	6	4.640541
103	485	7	4.5760956
103	2628	8	4.5295353
103	82	9	4.4649067
103	1697	10	4.4013968
104	1112	1	4.460374
104	1672	2	4.286789
104	1983	3	3.7119155
104	3307	4	3.5043333
104	4021	5	3.4243379
104	860	6	3.4019327
104	389	7	3.1655402
104	914	8	2.9867818
104	2217	9	2.9281902
104	252	10	2.8586125
105	45	1	4.1518583
105	389	2	3.911869
105	993	3	3.8813229
105	985	4	3.4791694
105	3307	5	3.4495125
105	2125	6	3.4138002
105	3251	7	3.404323
105	914	8	3.3338153
105	3795	9	3.2729173
105	2217	10	3.2058141
106	1672	1	4.8477197
106	77	2	4.2948437
106	1983	3	3.880446
106	4021	4	3.7000587
106	993	5	3.5591688
106	860	6	3.368575
106	985	7	3.261238
106	389	8	3.194837
106	2125	9	2.8734186
106	1688	10	2.835875
107	944	1	4.421335
107	1910	2	4.3702717
107	735	3	4.3674846
107	1868	4	4.3226533
107	589	5	4.305423
107	34	6	4.3036127
107	148	7	4.260413
107	913	8	4.063171
107	1234	9	4.0453386
107	1697	10	4.0167594
108	1672	1	4.6342363
108	1112	2	4.572429
108	322	3	4.3424187
108	1983	4	4.1819015
108	45	5	4.092152
108	993	6	3.712727
108	389	7	3.5055356
108	985	8	3.4562583
108	3307	9	3.3539858
108	914	10	3.2400846
110	172	1	4.463029
110	510	2	4.4346614
110	44	3	4.187027
110	1672	4	4.182823
110	80	5	4.0709105
110	322	6	3.7038684
110	3251	7	3.37676
110	45	8	3.3358526
110	41	9	3.2867558
110	3307	10	3.2635891
111	1672	1	5.112792
111	172	2	4.95645
111	44	3	4.946143
111	1112	4	4.863728
111	80	5	4.6868277
111	322	6	4.3933134
111	1983	7	4.2574086
111	4021	8	4.0694733
111	41	9	4.0427804
111	993	10	3.9942362
112	45	1	3.8747692
112	3251	2	3.6126628
112	993	3	3.412335
112	985	4	3.2016335
112	3795	5	3.159239
