user_id:token	item_id:token
1	3797
1	320
1	258
1	599
1	43
1	732
1	0
1	40
1	24
1	504
2	321
2	979
2	549
2	1194
2	555
2	1426
2	960
2	1215
2	1211
2	1236
3	4020
3	4017
3	210
3	77
3	109
3	4021
3	702
3	672
3	1926
3	753
4	219
4	40
4	84
4	258
4	631
4	24
4	227
4	821
4	504
4	62
5	2110
5	30
5	2108
5	168
5	597
5	843
5	3251
5	753
5	702
5	501
6	238
6	631
6	84
6	82
6	40
6	732
6	201
6	24
6	242
6	369
7	30
7	733
7	843
7	702
7	456
7	860
7	2125
7	479
7	1926
7	826
8	1693
8	431
8	914
8	622
8	196
8	73
8	806
8	3795
8	152
8	90
9	555
9	960
9	1236
9	1215
9	988
9	1106
9	857
9	1108
9	1211
9	961
11	224
11	43
11	0
11	258
11	219
11	599
11	84
11	320
11	351
11	19
12	3074
12	3075
12	333
12	3718
12	95
12	43
12	201
12	227
12	622
12	492
14	2390
14	753
14	210
14	3430
14	3085
14	4020
14	3094
14	4017
14	237
14	109
15	168
15	77
15	4021
15	4029
15	3251
15	501
15	3090
15	1926
15	479
15	2390
16	43
16	224
16	219
16	732
16	84
16	311
16	152
16	686
16	351
16	42
17	1854
17	3430
17	4017
17	4020
17	3086
17	210
17	3090
17	109
17	2390
17	753
18	238
18	11
18	732
18	95
18	242
18	3073
18	3718
18	224
18	62
18	24
19	30
19	2110
19	2108
19	1234
19	702
19	3251
19	501
19	161
19	28
19	53
20	753
20	1983
20	1139
20	501
20	296
20	641
20	860
20	702
20	2550
20	1129
21	979
21	1215
21	555
21	977
21	960
21	1106
21	857
21	837
21	303
21	321
22	258
22	0
22	599
22	224
22	43
22	84
22	320
22	216
22	219
22	231
23	1531
23	37
23	109
23	271
23	4020
23	672
23	597
23	224
23	210
23	671
24	258
24	19
24	238
24	47
24	622
24	243
24	43
24	11
24	82
24	95
25	0
25	258
25	238
25	11
25	95
25	333
25	3073
25	243
25	242
25	201
26	352
26	79
26	3718
26	243
26	1449
26	3797
26	864
26	24
26	7
26	3020
27	227
27	1112
27	224
27	3718
27	391
27	352
27	4232
27	96
27	63
27	84
28	960
28	1215
28	1225
28	1236
28	303
28	1106
28	1108
28	988
28	352
28	961
29	320
29	599
29	43
29	84
29	227
29	732
29	3718
29	219
29	24
29	372
30	1854
30	3090
30	109
30	2390
30	3085
30	501
30	168
30	962
30	3251
30	717
31	2108
31	168
31	77
31	53
31	597
31	753
31	3073
31	3251
31	3072
31	200
32	599
32	43
32	320
32	24
32	19
32	47
32	732
32	219
32	84
32	231
33	311
33	351
33	84
33	0
33	369
33	485
33	372
33	152
33	227
33	108
34	30
34	224
34	2110
34	0
34	43
34	152
34	258
34	599
34	843
34	47
35	109
35	672
35	4029
35	4017
35	4020
35	2125
35	77
35	351
35	3251
35	84
36	732
36	631
36	152
36	311
36	24
36	351
36	40
36	84
36	3718
36	821
37	200
37	47
37	196
37	0
37	430
37	2656
37	2110
37	258
37	1693
37	216
38	333
38	258
38	81
38	196
38	201
38	492
38	982
38	243
38	3313
38	2656
39	597
39	168
39	3251
39	53
39	843
39	139
39	456
39	224
39	0
39	196
40	0
40	258
40	30
40	224
40	227
40	3073
40	3718
40	84
40	3072
40	599
41	2110
41	109
41	2108
41	3430
41	1926
41	210
41	4029
41	168
