user_id	item_id	rank	score
88	2125	1	4.496423
88	2550	2	4.4998474
88	216	3	4.3043857
88	28	4	4.0316763
88	2800	5	4.236638
88	2503	6	2.7568479
88	196	7	4.14964
88	2502	8	2.5187788
88	682	9	4.1192374
88	391	10	4.0206404
933	631	1	5.403917
933	24	2	5.1568394
933	216	3	4.849629
933	439	4	4.273772
933	71	5	3.8550744
933	225	6	4.0728097
933	372	7	4.8268127
933	694	8	3.7833066
933	1794	9	5.165327
933	515	10	4.3245497
858	219	1	4.30397
858	108	2	4.3910246
858	631	3	4.20063
858	439	4	3.483345
858	72	5	4.880081
858	420	6	2.7387292
858	152	7	4.072555
858	172	8	4.2822676
858	391	9	4.56131
858	53	10	3.8922844
884	351	1	5.330652
884	231	2	5.1256104
884	219	3	5.320627
884	3929	4	4.337613
884	72	5	4.6228986
884	2503	6	4.1268425
884	53	7	5.183055
884	1197	8	4.3853874
884	843	9	4.9959793
884	539	10	4.797162
549	2125	1	4.3221827
549	1697	2	3.2059774
549	296	3	5.5343986
549	682	4	4.2347617
549	620	5	4.4198747
549	2503	6	2.3290243
549	216	7	4.0397263
549	599	8	3.8912401
549	196	9	3.784812
549	391	10	3.9013753
67	3090	1	3.7562547
67	2550	2	3.9352493
67	702	3	3.5061255
67	147	4	4.672926
67	1161	5	3.807979
67	271	6	3.4901185
67	1197	7	4.0035734
67	49	8	3.3625946
67	391	9	3.517327
67	43	10	2.8109398
701	1854	1	4.4370265
701	2108	2	4.78568
701	53	3	4.4114895
701	439	4	4.6981516
701	1983	5	5.0832253
701	843	6	4.389157
701	1197	7	3.7220707
701	948	8	4.165129
701	539	9	4.180936
701	216	10	3.8463244
742	84	1	4.209623
742	24	2	4.9061995
742	631	3	4.13145
742	320	4	4.9254913
742	30	5	5.1275024
742	590	6	2.7490134
742	62	7	4.009823
742	172	8	4.5306263
742	391	9	4.837779
742	219	10	3.8896346
930	631	1	3.330649
930	431	2	3.4575353
930	219	3	3.269856
930	439	4	3.2133656
930	72	5	3.5998912
930	492	6	3.1818237
930	172	7	3.0002527
930	391	8	3.739155
930	1925	9	2.9415798
930	351	10	2.8666816
781	311	1	4.9595804
781	213	2	4.807069
781	3718	3	4.869466
781	3929	4	5.2160435
781	2060	5	4.023617
781	71	6	2.7970157
781	631	7	4.8442106
781	694	8	3.297282
781	229	9	5.5091376
781	0	10	4.6497607
878	515	1	4.4985647
878	24	2	4.563898
878	874	3	4.213474
878	439	4	4.691781
878	1321	5	3.7276611
878	2060	6	4.259926
878	216	7	4.202286
878	694	8	3.5465338
878	29	9	3.810863
