user_id	item_id	rank	score
1	7	1	6.5115128
1	1368	2	5.476338
1	244	3	5.436597
1	1484	4	5.0545187
1	920	5	5.0455384
1	53	6	4.9331756
1	807	7	4.7917056
1	529	8	4.677616
1	149	9	4.652567
1	3072	10	4.6252184
2	4	1	4.9872513
2	201	2	4.7662215
2	3501	3	4.584743
2	551	4	4.4726076
2	149	5	4.46033
2	721	6	4.338935
2	163	7	4.228461
2	1066	8	4.175491
2	196	9	4.1224227
2	3073	10	4.1206703
3	886	1	4.553342
3	1277	2	4.451995
3	1833	3	4.295867
3	197	4	3.9860573
3	42	5	3.879662
3	1983	6	3.86814
3	152	7	3.707064
3	84	8	3.6304345
3	764	9	3.627259
3	1742	10	3.6208763
4	3072	1	4.237747
4	431	2	4.2303934
4	1693	3	4.204059
4	1313	4	4.118181
4	488	5	4.0420227
4	1066	6	3.9823327
4	2110	7	3.9085968
4	1023	8	3.757
4	874	9	3.7251723
4	215	10	3.6318305
5	213	1	4.61458
5	1410	2	4.589797
5	237	3	4.5628223
5	11	4	4.5304585
5	1594	5	4.4808645
5	3096	6	4.3827066
5	821	7	4.3660183
5	3072	8	4.338482
5	936	9	4.3358994
5	185	10	4.330441
6	333	1	3.794692
6	218	2	3.7569962
6	3075	3	3.708424
6	2110	4	3.557562
6	1066	5	3.468176
6	791	6	3.4441767
6	843	7	3.3852897
6	70	8	3.3078585
6	982	9	3.2879925
6	495	10	3.220484
7	197	1	3.8861063
7	152	2	3.7679172
7	3718	3	3.7677183
7	4016	4	3.6802807
7	264	5	3.5861003
7	84	6	3.5739522
7	1910	7	3.5044558
7	2339	8	3.4786277
7	258	9	3.4267735
7	764	10	3.396566
8	7	1	3.7715316
8	1090	2	3.7492242
8	320	3	3.6266172
8	1149	4	3.5293689
8	187	5	3.4997787
8	72	6	3.4663901
8	495	7	3.4066582
8	2049	8	3.4027815
8	231	9	3.3731632
8	1694	10	3.277543
9	807	1	4.643931
9	244	2	4.4164095
9	911	3	4.2633715
9	238	4	4.2622213
9	0	5	4.226982
9	1466	6	4.2051497
9	11	7	4.15342
9	24	8	4.146551
9	4	9	4.100333
9	622	10	4.077018
11	1693	1	4.904263
11	529	2	4.870263
11	431	3	4.8512287
11	82	4	4.704623
11	911	5	4.5994363
11	1925	6	4.5644
11	848	7	4.2863855
11	680	8	4.0320287
11	604	9	3.9576662
11	1313	10	3.9399853
12	70	1	4.394184
12	71	2	4.343257
12	3501	3	4.2840405
12	4	4	4.1716094
12	791	5	4.134215
12	551	6	4.1315885
12	391	7	4.095228
12	370	8	4.044132
12	1578	9	4.029574
12	184	10	4.014384
14	376	1	4.7317886
14	654	2	4.6679087
14	3718	3	4.6275215
14	78	4	4.4958153
14	152	5	4.472645
14	84	6	4.469879
14	258	7	4.419284
14	47	8	4.3138914
14	1277	9	4.216899
14	886	10	4.174258
15	258	1	3.776229
15	197	2	3.704162
15	1411	3	3.6861482
15	152	4	3.652155
15	1648	5	3.5145895
15	84	6	3.3630397
15	2449	7	3.3377597
15	105	8	3.301176
15	1069	9	3.2936673
15	734	10	3.286067
16	63	1	3.5120358
16	1023	2	3.4616876
16	1672	3	3.3807235
16	680	4	3.2627988
16	275	5	3.2281568
16	1263	6	3.2186263
16	1791	7	3.1690903
16	1693	8	3.110706
16	1446	9	3.1019914
16	215	10	3.0660462
17	654	1	5.0457306
17	1277	2	4.6580534
17	886	3	4.229655
17	1833	4	4.1625543
17	3718	5	3.9760513
17	152	6	3.8099117
17	258	7	3.753685
17	84	8	3.7477446
17	197	9	3.7134106
17	47	10	3.6982753
18	551	1	5.0965796
18	29	2	5.011269
18	215	3	4.9572287
18	244	4	4.811284
18	176	5	4.564886
18	50	6	4.543857
18	333	7	4.5285587
18	139	8	4.500876
18	149	9	4.421489
18	1484	10	4.4202414
19	197	1	3.82238
19	1983	2	3.6701767
19	84	3	3.3543565
19	1411	4	3.3148792
19	507	5	3.2132099
19	411	6	3.111178
19	538	7	3.0904918
19	204	8	3.0386097
19	1742	9	3.0357213
19	1071	10	3.005734
20	204	1	4.2501535
20	1411	2	4.152475
20	1648	3	4.0652785
20	258	4	3.9496396
20	84	5	3.7959735
20	1069	6	3.6891801
20	4016	7	3.6171718
20	613	8	3.6155696
20	2344	9	3.5740042
20	538	10	3.5572157
21	351	1	4.9248314
21	30	2	4.8132067
21	40	3	4.7681637
21	243	4	4.767687
21	43	5	4.7331543
21	3718	6	4.668662
21	732	7	4.587258
21	108	8	4.5250406
21	258	9	4.515772
21	47	10	4.501279
22	721	1	4.195219
22	920	2	4.017155
22	1368	3	4.0096703
22	431	4	3.9849873
22	82	5	3.9011009
22	244	6	3.840894
22	104	7	3.783473
22	149	8	3.7253554
22	73	9	3.674739
22	3501	10	3.641361
23	962	1	4.354501
23	2800	2	4.2163715
23	654	3	4.189933
23	839	4	4.1010566
23	165	5	4.0811663
23	1410	6	3.9093065
23	936	7	3.8170087
23	1833	8	3.798108
23	1761	9	3.7534668
23	376	10	3.6725264
24	218	1	5.0234666
24	895	2	5.0169864
24	3501	3	4.944337
24	864	4	4.928621
24	4	5	4.8628845
24	515	6	4.7645335
24	391	7	4.76028
24	370	8	4.7133784
24	551	9	4.70376
24	184	10	4.7037373
25	370	1	4.603472
25	29	2	4.2886086
25	218	3	4.2747383
25	1011	4	4.2678857
25	244	5	4.140434
25	3929	6	3.95497
25	1578	7	3.7047946
25	430	8	3.6928413
25	913	9	3.648787
25	982	10	3.6172266
26	431	1	4.2008343
26	1693	2	3.919936
26	1791	3	3.603094
26	680	4	3.6009564
26	82	5	3.5374353
26	275	6	3.494019
26	277	7	3.4880593
26	1263	8	3.4553447
26	2	9	3.4374719
26	439	10	3.4280124
27	149	1	4.6491504
27	551	2	4.489319
27	3501	3	4.472551
27	201	4	4.1273518
27	53	5	4.1069074
27	874	6	3.9404685
27	848	7	3.8171372
27	843	8	3.806038
27	3073	9	3.7457976
27	1672	10	3.7428775
28	201	1	5.0614753
28	4	2	5.0179024
28	242	3	4.9551854
28	244	4	4.8558607
28	807	5	4.8001842
28	53	6	4.7198663
28	551	7	4.470998
28	911	8	4.4470677
28	1466	9	4.438711
28	721	10	4.426751
29	1368	1	4.374526
29	920	2	4.1035233
29	848	3	4.103099
29	843	4	3.9802501
29	1313	5	3.8246543
29	221	6	3.6921344
29	3072	7	3.660935
29	431	8	3.4774375
29	2110	9	3.3690162
29	1693	10	3.3500214
30	1648	1	4.010276
30	1069	2	3.827228
30	826	3	3.7221143
30	1742	4	3.6179633
30	3094	5	3.5495305
30	264	6	3.5097659
30	197	7	3.5059159
30	2631	8	3.4861062
30	196	9	3.4723892
30	372	10	3.459479
31	84	1	4.6377783
31	165	2	4.502942
31	839	3	4.4659166
31	1582	4	4.423742
31	3797	5	4.3993416
31	654	6	4.357098
31	548	7	4.2162385
31	353	8	4.153713
31	411	9	4.0815096
31	1411	10	3.9765298
32	843	1	4.9247503
32	1466	2	4.883652
32	2110	3	4.6600227
32	1925	4	4.6354275
32	848	5	4.4651694
32	911	6	4.464129
32	176	7	4.432291
32	2108	8	4.3816214
32	680	9	4.3750486
32	492	10	4.294099
33	1672	1	3.3877435
33	2	2	2.9778178
33	196	3	2.9776778
33	920	4	2.9136398
33	985	5	2.7310677
33	833	6	2.7232883
33	530	7	2.68418
33	1451	8	2.6573474
33	1642	9	2.6571832
33	82	10	2.6497931
34	717	1	5.176425
34	1594	2	5.138654
34	237	3	4.955342
34	3073	4	4.9282193
34	3096	5	4.9188576
34	936	6	4.8016167
34	3020	7	4.7605476
34	83	8	4.668762
34	895	9	4.611204
34	3072	10	4.5892024
35	320	1	4.9263196
35	936	2	4.6846185
35	3020	3	4.58076
35	895	4	4.5057793
35	213	5	4.384347
35	227	6	4.3498926
35	821	7	4.3109884
35	79	8	4.2820687
35	11	9	4.2792587
35	185	10	4.1933403
36	82	1	4.5257387
36	492	2	3.7715914
36	495	3	3.7581115
