user_id	item_id	rank	score
88	258	1	4.3455224
88	821	2	3.8499007
88	798	3	4.084613
88	243	4	4.252963
88	72	5	4.0169106
88	225	6	3.8872614
88	0	7	4.08247
88	1199	8	4.670542
88	911	9	4.1533766
88	141	10	3.8698134
933	3073	1	4.185096
933	721	2	4.5679398
933	3072	3	4.1648664
933	3275	4	3.5747485
933	430	5	5.0199485
933	420	6	4.135565
933	1011	7	4.1098766
933	1197	8	5.310058
933	539	9	5.459367
933	82	10	4.0807
858	278	1	4.215907
858	231	2	4.6123853
858	1449	3	4.17377
858	28	4	4.5099425
858	1926	5	3.7420332
858	2060	6	3.7840486
858	485	7	3.946434
858	1197	8	3.1790519
858	1578	9	3.9153175
858	539	10	3.7725616
884	11	1	5.7423916
884	369	2	6.0217237
884	242	3	5.464826
884	686	4	4.825426
884	430	5	5.051757
884	420	6	5.2974854
884	732	7	5.4634094
884	172	8	5.6482334
884	911	9	5.5552673
884	3072	10	5.2425222
549	351	1	5.692536
549	821	2	3.391866
549	152	3	4.827081
549	3929	4	4.892762
549	622	5	5.114404
549	420	6	4.197113
549	372	7	4.69269
549	1199	8	4.7480145
549	84	9	4.4007015
549	911	10	3.9263458
67	2390	1	4.106642
67	231	2	3.9238331
67	152	3	4.093853
67	901	4	4.5859194
67	1863	5	2.8925338
67	420	6	3.1205046
67	372	7	3.9226372
67	1199	8	4.5813055
67	839	9	3.832785
67	1452	10	3.6030023
701	351	1	5.348279
701	231	2	4.3493648
701	152	3	4.7952814
701	3929	4	4.6309595
701	622	5	4.716866
701	420	6	3.8588223
701	3251	7	4.410062
701	1066	8	4.2453375
701	3718	9	4.400091
701	911	10	3.8640316
742	7	1	4.7950344
742	108	2	5.0818143
742	485	3	4.5917945
742	3929	4	5.0406437
742	1926	5	4.878552
742	2060	6	5.1261864
742	370	7	4.3209286
742	1197	8	4.3092494
742	539	9	4.5014515
742	515	10	4.104895
930	515	1	3.8907154
930	821	2	4.538006
930	370	3	3.8307946
930	686	4	4.4809065
930	420	5	4.189108
930	1321	6	3.1815734
930	641	7	3.2729757
930	1197	8	4.38163
930	911	9	4.2181225
930	4017	10	3.2012882
781	196	1	5.9675193
781	238	2	4.7446156
781	53	3	5.3193274
781	686	4	5.7498865
781	2942	5	4.953808
781	620	6	3.0853803
781	11	7	5.1535363
781	1197	8	5.2760515
781	95	9	4.593895
781	1745	10	4.2910337
878	11	1	4.285306
878	108	2	3.9835768
878	7	3	4.280286
878	1134	4	3.6472127
878	620	5	3.8025534
878	420	6	2.7755349
878	63	7	3.9118233
878	172	8	4.321413
878	95	9	3.3598742
878	1281	10	2.7499745
190	258	1	4.465144
190	369	2	3.475217
190	0	3	4.3215656
190	495	4	3.1987867
190	71	5	3.5230973
190	225	6	3.717607
190	227	7	4.031715
190	694	8	3.3825145
190	62	9	3.4878762
190	221	10	3.1212509
682	62	1	3.8396697
682	231	2	4.3134627
682	372	3	3.723238
682	925	4	4.0365987
682	1926	5	3.735289
682	1666	6	3.6504564
682	3735	7	3.7038438
682	200	8	2.8741896
682	229	9	3.4269106
682	903	10	3.4324255
28	196	1	4.806485
28	369	2	4.546048
28	913	3	4.6773186
28	495	4	4.753333
28	430	5	3.0688293
28	420	6	2.503048
28	53	7	4.4515285
28	1197	8	4.1131277
28	19	9	4.2575436
28	43	10	4.901585
799	53	1	4.1309342
799	721	2	3.5313387
799	29	3	4.083246
799	1134	4	3.5570009
799	430	5	3.4823203
799	3286	6	2.4451103
799	993	7	3.2661839
799	1197	8	4.2561436
799	539	9	4.4236703
799	682	10	3.1140952
41	3251	1	4.511262
41	1761	2	4.0149107
41	1139	3	4.3776226
41	3929	4	4.6311417
41	2800	5	4.853197
41	225	6	3.4777918
41	161	7	4.1924224
41	2502	8	3.6039658
41	258	9	3.9850776
41	1484	10	3.498434
294	370	1	4.969819
294	821	2	4.9943466
294	515	3	4.6628284
294	28	4	3.4873514
294	1926	5	3.9957962
294	420	6	3.3775094
294	7	7	4.5852118
294	1197	8	3.1404352
294	1484	9	3.9858646
294	913	10	3.8384595
331	682	1	5.3453426
331	821	2	5.7537365
331	278	3	5.023734
331	28	4	5.1772404
331	620	5	4.693207
331	420	6	4.48451
331	456	7	4.9474945
331	172	8	5.039898
331	1484	9	5.0138707
331	641	10	4.907911
415	370	1	4.824137
415	185	2	4.0031533
415	53	3	3.913218
415	28	4	3.345807
415	1321	5	3.7751021
415	420	6	3.3612523
415	913	7	3.60009
415	1353	8	1.8760222
415	1484	9	3.8656142
415	1701	10	3.3212934
679	372	1	3.8668287
679	1526	2	4.4620085
679	3251	3	3.7743318
679	901	4	2.884374
679	622	5	4.203934
679	225	6	3.0765913
679	139	7	3.7255645
679	2502	8	3.1832588
679	152	9	3.526857
679	221	10	2.5516438
493	485	1	3.7520356
493	46	2	3.58311
493	1817	3	3.7088149
493	28	4	2.9420526
493	70	5	3.366815
493	1036	6	2.4486787
493	372	7	3.596604
493	1732	8	2.390408
493	221	9	3.4298568
493	806	10	3.4042706
751	913	1	4.957766
751	238	2	3.9206119
751	242	3	4.8516417
751	686	4	4.8693376
751	430	5	3.4989867
751	420	6	2.7521544
751	53	7	4.7119684
751	172	8	4.6788435
751	7	9	4.5065064
751	1281	10	2.4972606
8	680	1	3.3943458
8	3795	2	3.496459
8	1893	3	3.3780503
8	686	4	2.8800797
8	72	5	3.814178
8	225	6	3.3362122
8	732	7	3.3769693
8	694	8	3.2631059
8	791	9	3.3449633
8	539	10	2.3315744
55	641	1	5.1402173
55	168	2	5.200315
55	732	3	5.0047674
55	28	4	5.050689
55	620	5	5.0637984
55	420	6	4.306158
55	210	7	4.9902077
55	172	8	4.7359266
55	4017	9	4.9706945
55	1745	10	2.6929026
262	733	1	3.0410237
262	821	2	3.418451
262	1833	3	2.925156
262	944	4	2.93443
262	420	5	3.4062219
262	1863	6	2.6729927
262	197	7	2.9202724
262	1199	8	3.758543
262	911	9	3.1021643
