user_id	item_id	rank	score
0	526	1	0.2762754
0	56	2	0.2561308
0	322	3	0.2469854
0	644	4	0.24398085
0	267	5	0.22815713
0	365	6	0.19726315
0	95	7	0.19350202
0	155	8	0.18662703
0	488	9	0.18330634
0	185	10	0.17416833
1	704	1	0.21955968
1	605	2	0.1723822
1	238	3	0.1649713
1	762	4	0.15334615
1	908	5	0.14758903
1	739	6	0.14008203
1	142	7	0.1391562
1	120	8	0.13756903
1	226	9	0.13674696
1	300	10	0.13494736
2	919	1	0.2719904
2	630	2	0.27031535
2	644	3	0.26896068
2	629	4	0.2627824
2	524	5	0.24418427
2	925	6	0.21730074
2	296	7	0.2151386
2	761	8	0.21277884
2	924	9	0.20334226
2	527	10	0.20115039
3	527	1	0.3114988
3	924	2	0.28888753
3	919	3	0.2868529
3	315	4	0.24796593
3	767	5	0.21995932
3	361	6	0.21429686
3	630	7	0.20189492
3	987	8	0.20085678
3	114	9	0.19647521
3	185	10	0.18227577
4	120	1	0.20399925
4	633	2	0.20393533
4	987	3	0.18161887
4	585	4	0.18045175
4	767	5	0.17954534
4	384	6	0.16355982
4	749	7	0.1620058
4	630	8	0.1547597
4	527	9	0.1457729
4	909	10	0.14074236
5	704	1	0.18831116
5	314	2	0.16716157
5	210	3	0.15472205
5	154	4	0.15193357
5	216	5	0.12680182
5	460	6	0.12554128
5	43	7	0.12298656
5	630	8	0.11887531
5	9	9	0.116882876
5	380	10	0.114982724
6	924	1	0.5354636
6	926	2	0.44097155
6	95	3	0.42787218
6	925	4	0.42779535
6	395	5	0.4146554
6	888	6	0.39152613
6	119	7	0.38725418
6	296	8	0.37415296
6	32	9	0.36386168
6	527	10	0.35197747
7	706	1	0.60386145
7	696	2	0.39945483
7	9	3	0.37941164
7	264	4	0.28696173
7	767	5	0.25382668
7	321	6	0.2432411
7	743	7	0.24242985
7	344	8	0.2391081
7	909	9	0.23654261
7	749	10	0.23456673
8	265	1	0.32595634
8	95	2	0.2301803
8	924	3	0.15299562
8	524	4	0.15017945
8	810	5	0.14786421
8	767	6	0.13563041
8	748	7	0.13351251
8	182	8	0.12496899
8	120	9	0.12050074
8	300	10	0.11895253
9	924	1	0.21862237
9	709	2	0.19209838
9	696	3	0.18017823
9	919	4	0.17677045
9	226	5	0.16655424
9	185	6	0.15551734
9	574	7	0.15422297
9	318	8	0.14997269
9	265	9	0.14421915
9	240	10	0.14385273
10	696	1	0.23859718
10	633	2	0.21377362
10	262	3	0.16783124
10	95	4	0.16779573
10	58	5	0.16125725
10	628	6	0.16028333
10	835	7	0.1544701
10	265	8	0.14822932
10	589	9	0.1407063
10	201	10	0.1266953
11	265	1	0.21842021
11	987	2	0.20149677
11	9	3	0.1708645
11	114	4	0.16726357
11	605	5	0.16318396
11	619	6	0.15954633
11	300	7	0.14667982
11	361	8	0.14617369
11	748	9	0.1328503
11	630	10	0.1324423
12	226	1	0.22892164
12	57	2	0.22298142
12	321	3	0.20310396
12	629	4	0.17878628
12	630	5	0.17110325
12	585	6	0.16466914
12	898	7	0.16335116
12	702	8	0.1620321
12	456	9	0.1594431
12	300	10	0.15881068
13	95	1	0.33283538
13	743	2	0.33095843
13	226	3	0.32096124
13	56	4	0.3075858
13	321	5	0.28851634
13	972	6	0.2633535
13	696	7	0.24985509
13	586	8	0.23279604
13	365	9	0.2303862
13	155	10	0.22584745
14	919	1	0.37629756
14	977	2	0.24815091
14	344	3	0.23984411
14	315	4	0.23615074
14	314	5	0.23143393
14	693	6	0.22270148
14	705	7	0.21673027
14	513	8	0.1966573
14	95	9	0.19652471
14	586	10	0.18807349
15	527	1	0.34027347
15	241	2	0.20750377
15	754	3	0.19698295
15	176	4	0.17697819
15	749	5	0.17309928
15	736	6	0.16721483
15	633	7	0.15749308
15	318	8	0.15592569
15	977	9	0.15205152
15	570	10	0.14283243
16	344	1	0.238724
16	266	2	0.23803048
16	977	3	0.21632268
16	384	4	0.16785783
16	9	5	0.16674186
16	293	6	0.15411595
16	698	7	0.1514915
16	586	8	0.14997847
16	373	9	0.14355238
16	945	10	0.14064103
17	95	1	0.38370335
17	754	2	0.17198384
17	527	3	0.1687355
17	930	4	0.16304076
17	402	5	0.15485708
17	265	6	0.1462129
17	973	7	0.14509419
17	393	8	0.14154786
17	656	9	0.13860652
17	968	10	0.13796218
18	565	1	0.1828635
18	423	2	0.17743719
18	976	3	0.17705187
18	448	4	0.17532143
18	318	5	0.17253381
18	656	6	0.17248274
18	265	7	0.16756481
18	574	8	0.16751854
18	754	9	0.15739956
18	839	10	0.15614253
19	344	1	0.62992465
19	155	2	0.47210723
19	585	3	0.46277595
19	704	4	0.2978372
19	321	5	0.26876843
19	800	6	0.2540134
19	300	7	0.25374806
19	172	8	0.216058
19	977	9	0.21120548
19	373	10	0.21069457
20	943	1	0.51415646
20	619	2	0.38828358
20	810	3	0.3838067
20	888	4	0.3763892
20	527	5	0.36540243
20	633	6	0.3500827
20	749	7	0.33815232
20	925	8	0.32144558
20	296	9	0.3172656
20	643	10	0.3108448
21	749	1	0.20583048
21	574	2	0.1947622
21	18	3	0.1899035
21	247	4	0.18449652
21	95	5	0.15515763
21	919	6	0.14650494
21	238	7	0.13819186
21	442	8	0.13067478
21	315	9	0.12983793
21	11	10	0.1264325
22	261	1	0.23829933
22	754	2	0.20898059
22	226	3	0.19001964
22	442	4	0.15223618
22	318	5	0.14835557
22	958	6	0.14628555
22	894	7	0.14240918
22	748	8	0.13968474
22	590	9	0.13784748
22	237	10	0.13626976
23	977	1	0.28541416
23	585	2	0.25328973
23	95	3	0.2444844
23	385	4	0.21571058
23	917	5	0.20035437
23	898	6	0.19521263
23	18	7	0.18681046
23	619	8	0.17863768
23	376	9	0.17292848
23	344	10	0.16926451
24	924	1	0.3794976
24	644	2	0.34303492
24	120	3	0.3025751
24	315	4	0.3000151
24	767	5	0.29913694
24	709	6	0.28115332
24	56	7	0.25898126
24	527	8	0.23879808
24	740	9	0.23315707
24	810	10	0.23018527
25	827	1	0.15902098
25	264	2	0.15504593
25	706	3	0.15032385
25	634	4	0.14446506
25	526	5	0.14237085
25	182	6	0.14199883
25	346	7	0.13929456
25	942	8	0.1345609
25	738	9	0.13119
25	154	10	0.12848584
26	9	1	0.19211614
26	612	2	0.18173473
26	656	3	0.1621883
26	49	4	0.16178043
26	526	5	0.14372948
26	960	6	0.14184183
26	933	7	0.1411657
26	909	8	0.13739933
26	456	9	0.13635954
26	384	10	0.13602082
27	987	1	0.411592
27	315	2	0.35075867
27	267	3	0.29802898
27	888	4	0.29074845
27	265	5	0.282632
27	56	6	0.27566004
27	919	7	0.27301043
27	619	8	0.26039243
27	925	9	0.25238296
27	365	10	0.21785986
28	586	1	0.30319986
28	585	2	0.24953721
28	240	3	0.23863238
28	977	4	0.21104833
28	858	5	0.20356576
28	527	6	0.18785834
28	698	7	0.18522471
28	266	8	0.17386329
28	408	9	0.1616466
28	919	10	0.1604237
29	226	1	0.32667124
29	344	2	0.30647323
29	238	3	0.2603349
29	114	4	0.24268009
29	43	5	0.21213304
29	633	6	0.20520699
29	448	7	0.20080543
29	384	8	0.19060032
29	586	9	0.18544436
29	324	10	0.1737552
30	155	1	0.2990135
30	344	2	0.245518
30	919	3	0.2295939
30	296	4	0.21544763
30	154	5	0.19123769
30	322	6	0.1810953
30	49	7	0.17146724
30	315	8	0.17004521
30	943	9	0.16973291
30	83	10	0.1676809
31	706	1	0.30339843
31	968	2	0.21535727
31	987	3	0.19768359
31	95	4	0.19309261
31	527	5	0.18906426
31	262	6	0.17676464
31	630	7	0.17397675
31	342	8	0.16089115
31	810	9	0.15997243
31	188	10	0.15695441
32	754	1	0.260946
32	356	2	0.18386638
32	942	3	0.1785911
32	958	4	0.1746235
32	973	5	0.16411632
32	951	6	0.16387114
32	840	7	0.15627968
32	311	8	0.15257087
32	262	9	0.14955276
32	261	10	0.1348142
33	968	1	0.17921607
33	749	2	0.17551239
33	418	3	0.17364475
33	448	4	0.16988654
33	269	5	0.15750827
33	505	6	0.15338318
33	488	7	0.15193085
33	826	8	0.15039134
33	111	9	0.15029281
33	98	10	0.14859256
34	896	1	0.21661372
34	574	2	0.21478051
34	43	3	0.20191634
34	265	4	0.19810802
34	743	5	0.19555217
34	296	6	0.18575236
34	919	7	0.18121973
34	586	8	0.18081382
34	240	9	0.17873488
34	585	10	0.17833905
35	630	1	0.27232957
35	987	2	0.25978318
35	315	3	0.24495086
35	943	4	0.2357082
35	612	5	0.21524602
35	260	6	0.16807458
35	759	7	0.16417915
35	556	8	0.15735564
35	66	9	0.15200266
35	324	10	0.14932185
36	586	1	0.21254748
36	951	2	0.19305772
36	628	3	0.1869046
36	114	4	0.18537775
36	320	5	0.18150508
36	43	6	0.17881103
36	353	7	0.16785435
36	612	8	0.14377667
36	835	9	0.14302436
36	977	10	0.13626394
37	56	1	0.24583422
37	226	2	0.18794768
37	383	3	0.15889625
37	344	4	0.1541724
37	753	5	0.14753453
37	175	6	0.13917975
37	527	7	0.12539963
37	696	8	0.12092045
37	374	9	0.11733909
37	704	10	0.11508348
38	704	1	0.24077755
38	612	2	0.23920476
38	322	3	0.22856833
38	973	4	0.21550998
38	226	5	0.20934734
38	266	6	0.20880711
38	942	7	0.19339183
38	633	8	0.19329637
38	924	9	0.19176781
38	267	10	0.19127196
39	919	1	0.34249884
39	155	2	0.26442802
39	402	3	0.24862026
39	749	4	0.2273935
39	693	5	0.22644986
39	726	6	0.19195832
39	120	7	0.18924937
39	238	8	0.18268308
39	49	9	0.16946504
