user_id	item_id	rank	score
356	182	1	0.12908442
356	573	2	0.11338246
356	593	3	0.113035455
356	344	4	0.11168936
356	237	5	0.108712375
356	269	6	0.10869763
356	616	7	0.10191417
356	401	8	0.10125551
356	866	9	0.09922006
356	908	10	0.09565283
129	888	1	0.12349699
129	216	2	0.12021734
129	657	3	0.1124531
129	63	4	0.10840609
129	258	5	0.10776053
129	628	6	0.10758828
129	719	7	0.106773466
129	101	8	0.09790392
129	919	9	0.09550536
129	134	10	0.09425226
202	360	1	0.28187573
202	598	2	0.19800143
202	475	3	0.18397918
202	113	4	0.17597792
202	46	5	0.17134932
202	97	6	0.16155419
202	319	7	0.14503625
202	106	8	0.14371257
202	261	9	0.1425032
202	359	10	0.13922964
261	521	1	0.1203956
261	957	2	0.11578673
261	65	3	0.09811054
261	334	4	0.09205935
261	125	5	0.08815113
261	429	6	0.087354526
261	868	7	0.087217495
261	8	8	0.08211616
261	314	9	0.08083696
261	613	10	0.08058256
556	643	1	0.14911318
556	462	2	0.12736392
556	10	3	0.1270979
556	119	4	0.120104454
556	314	5	0.119112335
556	753	6	0.11571975
556	401	7	0.10947433
556	679	8	0.101811066
556	761	9	0.09755403
556	229	10	0.09730308
20	55	1	0.18248081
20	401	2	0.1551485
20	143	3	0.14280178
20	629	4	0.13835052
20	57	5	0.12920037
20	942	6	0.124719605
20	944	7	0.122128524
20	707	8	0.11716463
20	857	9	0.113859504
20	678	10	0.11115197
89	618	1	0.18016656
89	106	2	0.15088207
89	918	3	0.15045476
89	94	4	0.14495364
89	941	5	0.14279702
89	504	6	0.14058281
89	957	7	0.13931644
89	619	8	0.12810224
89	455	9	0.12803161
89	184	10	0.12308524
136	897	1	0.23057976
136	473	2	0.1578847
136	237	3	0.15615444
136	753	4	0.14290148
136	383	5	0.12571526
136	394	6	0.1251753
136	858	7	0.11826818
136	888	8	0.11802709
136	184	9	0.11468408
136	639	10	0.1122815
448	643	1	0.16838242
448	986	2	0.14103454
448	923	3	0.14028
448	329	4	0.1333858
448	119	5	0.13268596
448	187	6	0.12815998
448	942	7	0.11362589
448	526	8	0.10632102
448	660	9	0.10611732
448	761	10	0.10330863
587	629	1	0.3304664
587	925	2	0.2508912
587	986	3	0.20458293
587	888	4	0.19794634
587	643	5	0.18529569
587	65	6	0.17028472
587	59	7	0.14904386
587	119	8	0.14646663
587	32	9	0.14613597
587	112	10	0.14294176
576	271	1	0.14806445
576	462	2	0.13501471
576	639	3	0.13363862
576	341	4	0.12000481
576	802	5	0.11511178
576	337	6	0.10963084
576	56	7	0.10638299
576	836	8	0.10422595
576	93	9	0.099335186
576	751	10	0.096161105
582	271	1	0.16343316
582	119	2	0.1563115
582	105	3	0.12711164
582	182	4	0.12232728
582	265	5	0.121859714
582	649	6	0.117603146
582	806	7	0.1175085
582	241	8	0.11148536
582	473	9	0.10904697
582	573	10	0.106169015
601	916	1	0.18282092
601	387	2	0.15769283
601	571	3	0.10948381
601	536	4	0.101951376
601	809	5	0.10024155
601	831	6	0.10020526
601	275	7	0.09882725
601	526	8	0.0933772
601	748	9	0.09315111
601	182	10	0.09230701
38	401	1	0.15500492
38	260	2	0.15208592
38	548	3	0.13800679
38	42	4	0.12890764
38	403	5	0.12851763
38	918	6	0.111222245
38	838	7	0.09895138
38	181	8	0.096675545
38	536	9	0.09655573
38	325	10	0.095543385
117	343	1	0.17158741
117	8	2	0.16610366
